Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,1.5,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,275.1,2.0,0.55,17.35,0.1,0,0,0,0.13
Alex Tanney,NYG,0.3,0.0,0.0,0.0,0.0,0,0,0,0.03
Andrew Luck,IND,286.1,1.9,0.95,11.8,0.05,0,0,0,0.13
Baker Mayfield,CLE,237.4,1.25,0.94,9.5,0.05,0,0,0,0.15
Ben Roethlisberger,PIT,316.65,2.25,0.95,5.2,0.1,0,0,0,0.22
Blaine Gabbert,TEN,199.0,1.0,0.95,11.55,0.05,0,0,0,0.06
Blake Bortles,JAX,212.9,0.995,0.95,23.06,0.1,0,0,0,0.09
Brett Hundley,SEA,7.725,0.06305169887262188,0.009504508584523785,0.2441919989837543,0.0,0,0,0,0.03
Brian Hoyer,NE,1.9,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,3.7,0.0,0.0,0.05000836422725119,0.0,0,0,0,0.06
C.J. Beathard,SF,6.1,0.0,0.0,0.0751670417506925,0.0,0,0,0,0.03
Case Keenum,DEN,234.0,1.2,0.905,7.07,0.1,0,0,0,0.03
Chad Henne,KC,2.55,0.0,0.0,0.0024711440744326074,0.0,0,0,0,0.02
Chase Daniel,CHI,2.6500000000000004,0.0,0.0,0.005,0.0,0,0,0,0.02
Cody Kessler,JAX,9.25,0.011573242706473768,0.0,0.21520511700152145,0.0,0,0,0,0.03
Cooper Rush,DAL,109.9,0.4,0.6,6.7,0.0,0,0,0,0.03
Dak Prescott,DAL,113.285,0.6499999999999999,0.385,10.1,0.1,0,0,0,0.07
DeShone Kizer,GB,1.65,0.0,0.0,0.06653317311622649,0.0,0,0,0,0.03
Derek Carr,OAK,266.5,1.4849999999999999,0.8,4.125,0.085,0,0,0,0.09
Deshaun Watson,HOU,236.8,1.7,0.8500000000000001,32.97,0.2,0,0,0,0.12
Eli Manning,NYG,248.25,1.6,0.7,1.55,0.025,0,0,0,0.06
Garrett Gilbert,CAR,71.01575255636408,0.4256635674906289,0.36696875174875754,2.545465083914842,0.0012123476106318445,0,0,0,0.04
Geno Smith,LAC,1.6,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,2.55,0.0,0.0,0.049688398507211434,0.0,0,0,0,0.03
Jameis Winston,TB,269.3,1.8,0.95,20.1,0.135,0,0,0,0.09
Jared Goff,LAR,287.25,2.05,0.75,6.55,0.1,0,0,0,0.09
Jeff Driskel,CIN,191.42000000000002,1.05,0.885,16.384999999999998,0.12000000000000001,0,0,0,0.14
Joe Flacco,BAL,11.149999999999999,0.06901405833991722,0.07344930141360423,0.20702124332117772,0.0,0,0,0,0.04
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,204.5,1.15,1.0,48.545,0.45,0,0,0,0.09
Josh Johnson,WAS,197.035,1.05,1.2000000000000002,30.39,0.14500000000000002,0,0,0,0.07
Josh McCown,NYJ,2.8,0.0,0.0,0.060000000000000005,0.0,0,0,0,0.02
Josh Rosen,ARI,199.0,0.95,1.15,9.885,0.0,0,0,0,0.09
Joshua Dobbs,PIT,2.0,0.0,0.0,0.04,0.0,0,0,0,0.03
Kevin Hogan,DEN,1.1,0.0,0.0,0.10581606334901537,0.0,0,0,0,0.03
Kirk Cousins,MIN,251.13,1.7000000000000002,0.825,8.4,0.1,0,0,0,0.09
Kyle Allen,CAR,206.9,1.0,1.3,11.7,0.045,0,0,0,0.09
Lamar Jackson,BAL,165.25,1.0550000000000002,0.745,66.15,0.35,0,0,0,0.07
Mark Sanchez,WAS,3.8,0.0,0.0,0.05294906138692208,0.0,0,0,0,0.03
