Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,265.01218445152386,2.1,0.4,15.1,0.10009667962049511,0,0,0,0.13
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Andrew Luck,IND,275.0,1.9888417723790144,1.1,14.94,0.1003011405793338,0,0,0,0.13
Baker Mayfield,CLE,234.09972035465688,1.0580715302321266,0.8267061407601877,14.94,0.1,0,0,0,0.15
Ben Roethlisberger,PIT,285.0,2.237526656341878,0.7,2.746214148439524,0.10001295339381693,0,0,0,0.22
Blaine Gabbert,TEN,205.0,0.8310153953916424,0.9614218677187636,20.86,0.10015315093235265,0,0,0,0.06
Blake Bortles,JAX,220.19079563139672,0.9186042915194319,0.76,23.24877230066109,0.10009241706500986,0,0,0,0.09
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Case Keenum,DEN,235.0535357662771,1.066387550985096,0.8,3.9024650139863652,0.1,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cooper Rush,DAL,130.0,0.0,0.42,14.199964148257598,0.1,0,0,0,0.03
Dak Prescott,DAL,140.3,0.5696445855664058,0.13771148173691716,5.86,0.10008376903120851,0,0,0,0.07
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,260.6528363382025,1.732329717986969,0.6,3.6,0.1,0,0,0,0.09
Deshaun Watson,HOU,237.1561067940632,1.9040127022757587,0.5,32.1,0.09963049713219123,0,0,0,0.12
Eli Manning,NYG,245.22014693810013,1.8451726632685883,0.6,0.0,0.1,0,0,0,0.06
Garrett Gilbert,CAR,0.0,0.0,0.19544680109540913,4.0,0.0,0,0,0,0.04
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,271.20006731480737,1.8986351079564443,0.8,18.77032617378019,0.0999321564686017,0,0,0,0.09
Jared Goff,LAR,270.02284441145474,2.1626954512319987,0.65,7.107665165416291,0.09997387192569594,0,0,0,0.09
Jeff Driskel,CIN,212.12848848187355,1.0,0.6807845692657091,14.9,0.09976143777459733,0,0,0,0.14
Joe Flacco,BAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.04
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,215.58913619480737,1.0570587758044243,0.86,44.1,0.36,0,0,0,0.09
Josh Johnson,WAS,211.6155142084608,1.0,1.204191483456284,20.637976434484123,0.09995084760788862,0,0,0,0.07
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Josh Rosen,ARI,201.7,0.9,1.3972204551929297,8.2,0.1,0,0,0,0.09
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,251.78577307105346,1.8923249504123887,0.8008445743191694,10.7,0.09996494290620266,0,0,0,0.09
Kyle Allen,CAR,222.32083238894543,0.9,1.1247407558084757,18.902443040621076,0.1,0,0,0,0.09
Lamar Jackson,BAL,169.72,0.9853807744473673,0.47076614646904025,60.0,0.09999101627982364,0,0,0,0.07
Mark Sanchez,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Cassel,DET,0.6,0.0,0.0,0.0,0.0,0,0,0,0.05
