Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Greg Zuerlein, LAR",2.6,2.9,0,3.5,3.5,0.0,11,K
"Wil Lutz, NO",2.2,2.4,0,3.5,3.5,0.0,10,K
"Justin Tucker, BAL",2.1,2.2,0,3.5,3.5,0.0,10,K
"Harrison Butker, KC",2.1,2.5,0,3.1,3.1,0.0,9,K
"Stephen Gostkowski, NE",2.1,2.5,0,3.0,3.0,0.0,9,K
"Matt Bryant, ATL",2.0,2.2,0,2.9,2.9,0.0,9,K
"Dan Bailey, MIN",2.0,2.8,0,3.1,3.1,0.0,9,K
"Ka'imi Fairbairn, HOU",2.1,2.4,0,2.7,2.7,0.0,9,K
"Adam Vinatieri, IND",1.9,2.2,0,2.8,2.8,0.0,8,K
"Brett Maher, DAL",1.9,2.3,0,2.5,2.5,0.0,8,K
"Brandon McManus, DEN",1.7,2.1,0,2.8,2.8,0.0,8,K
"Sebastian Janikowski, SEA",1.6,2.0,0,3.0,3.0,0.0,8,K
"Chris Boswell, PIT",1.7,2.3,0,2.7,2.7,0.0,7,K
"Randy Bullock, CIN",1.7,2.1,0,2.7,2.7,0.0,7,K
"Aldrick Rosas, NYG",1.8,2.0,0,2.2,2.2,0.0,7,K
"Cody Parkey, CHI",1.7,2.1,0,2.6,2.6,0.0,7,K
"Kai Forbath, JAC",1.7,2.0,0,2.3,2.3,0.0,7,K
"Mike Badgley, LAC",1.6,1.7,0,2.6,2.6,0.0,7,K
"Ryan Succop, TEN",1.7,1.9,0,2.1,2.1,0.0,7,K
"Daniel Carlson, OAK",1.6,2.2,0,2.3,2.3,0.0,7,K
"Robbie Gould, SF",1.7,1.8,0,2.0,2.0,0.0,7,K
"Jason Myers, NYJ",1.6,1.8,0,1.9,1.9,0.0,7,K
"Jake Elliott, PHI",1.5,1.8,0,2.3,2.3,0.0,6,K
"Greg Joseph, CLE",1.5,1.8,0,2.3,2.3,0.0,6,K
"Matt Prater, DET",1.5,1.7,0,2.1,2.1,0.0,6,K
"Stephen Hauschka, BUF",1.5,1.8,0,2.0,2.0,0.0,6,K
"Mason Crosby, GB",1.4,1.8,0,2.2,2.2,0.0,6,K
"Jason Sanders, MIA",1.4,1.5,0,2.0,2.0,0.0,6,K
"Cairo Santos, TB",1.1,1.4,0,2.0,2.0,0.0,5,K
"Dustin Hopkins, WAS",1.1,1.3,0,1.5,1.5,0.0,4,K
"Zane Gonzalez, ARI",1.0,1.4,0,1.8,1.8,0.0,4,K
"Trevor Moore, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Caleb Sturgis, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Folk, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Connor Barth, CHI",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Rose, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Chandler Catanzaro, CAR",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Novak, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Younghoe Koo, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Travis Coons, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Taylor Bertolet, NYJ",0.0,0.0,0,0.0,0.0,0.0,0,K
"Patrick Murray, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Marshall Koehn, NYG",0.0,0.0,0,0.0,0.0,0.0,0,K
"Matt McCrane, PIT",0.0,0.0,0,0.0,0.0,0.0,0,K
"Tyler Davis, BUF",0.0,0.0,0,0.0,0.0,0.0,0,K
"Sam Ficken, LAR",0.0,0.0,0,0.0,0.0,0.0,0,K
"Blair Walsh, SEA",0.0,0.0,0,0.0,0.0,0.0,0,K
