Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Rob Gronkowski, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.5,5.5,80.6,14.65,0.5,0.0,11,TE
"Travis Kelce, KC",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,2.50,0.0,7.8,5.8,61.2,10.55,0.3,0.1,7,TE
"Jordan Reed, WAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.6,5.0,57.3,11.46,0.4,0.1,7,TE
"Kyle Rudolph, MIN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.6,46.0,10.00,0.4,0.0,6,TE
"Delanie Walker, TEN",0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,5.50,0.1,5.3,3.5,48.1,13.74,0.3,0.0,6,TE
"Zach Ertz, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.4,6.0,52.8,8.80,0.2,0.2,5,TE
"Benjamin Watson, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,4.4,41.0,9.32,0.3,0.0,5,TE
"Austin Hooper, ATL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.5,2.8,44.6,15.93,0.3,0.0,5,TE
"Austin Seferian-Jenkins, JAC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,4.3,43.2,10.05,0.3,0.0,5,TE
"Jared Cook, OAK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.8,3.7,40.4,10.92,0.3,0.1,5,TE
"Cameron Brate, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.5,3.2,38.9,12.16,0.4,0.0,5,TE
"Ed Dickson, SEA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.3,2.3,46.9,20.39,0.2,0.0,5,TE
"Hunter Henry, LAC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.7,3.2,38.5,12.03,0.4,0.1,5,TE
"Vernon Davis, WAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.7,3.0,45.6,15.20,0.2,0.0,5,TE
"Zach Miller, CHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,3.5,43.1,12.31,0.2,0.0,5,TE
"Jack Doyle, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,4.1,47.0,11.46,0.2,0.1,5,TE
"Coby Fleener, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.7,3.5,37.0,10.57,0.3,0.0,4,TE
"A.J. Derby, MIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.4,2.8,35.1,12.54,0.3,0.1,4,TE
"Marcedes Lewis, GB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.2,2.1,22.5,10.71,0.4,0.0,4,TE
"Jonnu Smith, TEN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.8,2.5,28.5,11.40,0.4,0.0,4,TE
"Martellus Bennett, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,5.9,4.0,38.7,9.68,0.2,0.0,4,TE
"George Kittle, SF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.8,3.4,32.1,9.44,0.2,0.0,4,TE
"Eric Ebron, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,3.6,39.8,11.06,0.2,0.0,4,TE
"Ryan Griffin, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.3,3.6,34.0,9.44,0.2,0.0,4,TE
"Antonio Gates, LAC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.6,2.8,30.2,10.79,0.2,0.1,4,TE
"David Njoku, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,3.3,2.1,21.1,10.05,0.3,0.0,3,TE
"Evan Engram, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.5,4.1,36.0,8.78,0.1,0.0,3,TE
"O.J. Howard, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.3,2.2,25.2,11.45,0.2,0.0,3,TE
"Julius Thomas, MIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.2,2.6,25.5,9.81,0.2,0.0,3,TE
"Jesse James, PIT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.6,3.0,29.1,9.70,0.2,0.0,3,TE
"Darren Fells, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.0,1.9,19.6,10.32,0.3,0.0,2,TE
"Garrett Celek, SF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.1,2.1,19.6,9.33,0.3,0.0,2,TE
"Tyler Higbee, LAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.3,1.7,21.5,12.65,0.1,0.0,2,TE
"Randall Telfer, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.1,2.0,20.0,10.00,0.1,0.0,2,TE
"Seth DeValve, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.9,1.7,23.2,13.65,0.1,0.0,2,TE
"Dion Sims, CHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.2,2.0,20.6,10.30,0.1,0.0,2,TE
"Maxx Williams, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.00,0.0,4.2,3.2,21.7,6.78,0.1,0.0,2,TE
"Jermaine Gresham, ARI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.1,2.8,27.0,9.64,0.1,0.0,2,TE
"Phillip Supernaw, TEN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.8,1.6,18.4,11.50,0.2,0.0,2,TE
"Demetrius Harris, KC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.9,2.2,18.4,8.36,0.2,0.0,2,TE
