Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.8,88.0,0.6
Eric Ebron,TE,IND,0.0,0.0,0.0,-0.5,0.0,5.5,71.6,0.6
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.5,71.7,0.4
George Kittle,TE,SF,0.0,0.0,0.0,0.6,0.0,4.9,74.5,0.3
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.1,66.8,0.4
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,4.8,57.8,0.5
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.0,54.8,0.4
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.6,53.4,0.3
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.7,52.2,0.3
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.9,35.1,0.5
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.7,41.9,0.3
Evan Engram,TE,NYG,0.0,0.0,0.0,1.3,0.0,3.6,46.8,0.3
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.8,43.6,0.3
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,4.1,42.8,0.2
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,3.5,40.4,0.2
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,4.0,45.6,0.2
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.1,24.3,0.4
Michael Roberts,TE,DET,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.4
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,1.8,30.9,0.2
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.5,34.3,0.2
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.4,34.1,0.2
Anthony Firkser,TE,TEN,0.0,0.0,0.0,0.0,0.0,2.6,32.2,0.2
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.6,21.6,0.3
Erik Swoope,TE,IND,0.0,0.0,0.0,0.0,0.0,2.1,22.9,0.3
Adam Shaheen,TE,CHI,0.0,0.0,0.0,0.0,0.0,1.3,14.4,0.4
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,2.1,21.2,0.2
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,2.2,27.0,0.2
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.9,22.6,0.2
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,2.5,25.1,0.2
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.0,29.7,0.2
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.2,0.0,1.9,22.6,0.2
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.4,25.2,0.2
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.2,28.3,0.2
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.4,24.9,0.2
Ed Dickson,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.6,20.3,0.2
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.6,24.1,0.2
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.9,22.7,0.2
Trey Burton,TE,CHI,0.0,0.0,0.0,0.1,0.0,2.3,28.6,0.2
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.1
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.1,23.7,0.1
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,1.9,20.9,0.1
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.8,17.2,0.2
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,1.6,15.4,0.2
Josh Hill,TE,NO,0.0,0.0,0.0,-0.2,0.0,1.8,18.8,0.2
Alan Cross,TE,TB,0.0,0.0,0.0,0.0,0.0,0.9,11.5,0.1
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,1.2,12.6,0.1
Lee Smith,TE,OAK,0.0,0.0,0.0,0.0,0.0,1.0,10.4,0.1
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,1.1,12.3,0.1
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.6,19.6,0.1
Darren Fells,TE,CLE,0.0,0.0,0.0,0.0,0.0,1.1,12.9,0.1
Seth DeValve,TE,CLE,0.0,0.0,0.0,0.0,0.0,1.0,10.7,0.1
Derek Carrier,TE,OAK,0.0,0.0,0.0,0.0,0.0,1.7,16.7,0.1
Nick O'Leary,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.2,13.9,0.1
Brian Parker,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.2,12.6,0.1
Logan Thomas,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.6,16.1,0.1
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.6,15.3,0.1
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.2,12.8,0.1
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.2,13.9,0.1
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.9,8.4,0.1
Matt Lengel,TE,CIN,0.0,0.0,0.0,0.0,0.0,0.9,9.8,0.1
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.8,9.2,0.1
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,0.3,4.9,0.1
Clark Harris,TE,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony Auclair,TE,TB,0.0,0.0,0.0,0.0,0.0,0.3,2.6,0.0
