Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,7.0,102.0,0.6
Julio Jones,WR,ATL,0.0,0.0,0.0,1.3,0.0,7.0,107.0,0.5
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,7.4,89.9,0.7
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,6.4,82.8,0.7
Keenan Allen,WR,LAC,0.0,0.0,0.0,5.6,0.0,6.9,88.1,0.5
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.0,0.0,6.9,94.5,0.5
Tyreek Hill,WR,KC,0.0,0.0,0.0,7.8,0.0,5.4,83.7,0.5
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.0,0.0,5.5,81.3,0.7
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.8,80.2,0.6
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,5.7,84.8,0.4
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.4,74.2,0.5
Stefon Diggs,WR,MIN,0.0,0.0,0.0,1.1,0.0,5.8,74.9,0.5
Robert Woods,WR,LAR,0.0,0.0,0.0,6.6,0.0,5.5,71.7,0.5
Brandin Cooks,WR,LAR,0.0,0.0,0.0,5.3,0.0,4.8,74.2,0.4
Kenny Golladay,WR,DET,0.0,0.0,0.0,1.1,0.0,4.8,72.5,0.5
Julian Edelman,WR,NE,0.0,0.0,0.0,0.0,0.0,6.6,72.0,0.3
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.9,0.0,5.0,69.4,0.4
Josh Gordon,WR,NE,0.0,0.0,0.0,1.6,0.0,4.5,68.5,0.4
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.9,67.2,0.3
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.4,0.0,6.0,61.7,0.4
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.5,0.0,3.9,54.7,0.4
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.6,59.3,0.4
Adam Humphries,WR,TB,0.0,0.0,0.0,0.0,0.0,5.4,62.4,0.2
Sterling Shepard,WR,NYG,0.0,0.0,0.0,0.9,0.0,4.6,58.6,0.3
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.4,0.0,4.9,59.2,0.3
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,5.2,54.5,0.3
Golden Tate,WR,PHI,0.0,0.0,0.0,1.6,0.0,5.0,55.6,0.3
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.7,55.3,0.4
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,3.5,56.3,0.4
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,4.3,50.1,0.4
Tre'Quan Smith,WR,NO,0.0,0.0,0.0,0.0,0.0,4.0,53.7,0.3
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,3.7,49.5,0.4
D.J. Moore,WR,CAR,0.0,0.0,0.0,12.1,0.0,3.4,42.6,0.3
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,0.0,4.1,52.5,0.3
Dante Pettis,WR,SF,0.0,0.0,0.0,5.7,0.0,3.9,49.7,0.3
Josh Reynolds,WR,LAR,0.0,0.0,0.0,0.0,0.0,3.9,49.1,0.3
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,4.8,50.1,0.2
Zay Jones,WR,BUF,0.0,0.0,0.0,0.0,0.0,4.5,50.2,0.3
Tyrell Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.3,51.2,0.3
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.1,48.6,0.4
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.2,46.2,0.3
John Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.2,50.9,0.3
Anthony Miller,WR,CHI,0.0,0.0,0.0,0.0,0.0,3.6,49.6,0.3
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,3.3,43.3,0.4
Randall Cobb,WR,GB,0.0,0.0,0.0,1.5,0.0,4.0,43.9,0.3
Curtis Samuel,WR,CAR,0.0,0.0,0.0,9.4,0.0,3.3,45.9,0.2
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.4,48.6,0.3
Dede Westbrook,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.1,52.2,0.2
Bruce Ellington,WR,DET,0.0,0.0,0.0,1.8,0.0,4.1,46.8,0.2
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.8,0.0,3.6,46.8,0.3
Antonio Callaway,WR,CLE,0.0,0.0,0.0,0.0,0.0,3.6,44.9,0.3
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,3.1,43.9,0.3
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,7.3,0.0,2.9,44.8,0.2
Willie Snead,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.4,46.7,0.2
Michael Gallup,WR,DAL,0.0,0.0,0.0,0.0,0.0,3.5,45.6,0.2
Marquise Goodwin,WR,SF,0.0,0.0,0.0,1.9,0.0,2.8,45.3,0.3
Quincy Enunwa,WR,NYJ,0.0,0.0,0.0,0.0,0.0,3.3,44.2,0.3
