Player,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,2PT
Adam Humphries,TB,1.2,0.01,5.4,67.0,0.39,0.0,0.0,0.0,0.0
Adam Thielen,MIN,1.5,0.0,10.0,100.0,1.0,0.0,0.0,0.0,0.0
Aldrick Robinson,MIN,0.01,0.0,2.6,34.8,0.2,0.0,0.0,0.0,0.0
Alex Erickson,CIN,1.0,0.0,2.1,27.5,0.1,0.0,0.0,0.0,0.0
Allen Hurns,DAL,0.02,0.0,2.3,31.3,0.2,0.0,0.0,0.0,0.0
Allen Robinson,CHI,0.07,0.0,5.0,65.0,1.0,0.0,0.0,0.0,0.0
Alshon Jeffery,PHI,0.15,0.0,4.1,60.0,0.4,0.0,0.0,0.0,0.0
Amari Cooper,DAL,2.06,0.0,7.0,85.0,1.0,0.0,0.0,0.0,0.0
Andre Holmes,DEN,0.04,0.0,0.8,9.01,0.08,0.0,0.0,0.0,0.0
Andre Roberts,NYJ,1.34,0.01,0.4,5.2,0.03,0.0,0.0,0.0,0.0
Andy Jones,DET,0.1,0.0,1.2,15.4,0.1,0.0,0.0,0.0,0.0
Anthony Miller,CHI,2.9,0.0,3.6,49.6,0.35,0.0,0.0,0.0,0.0
Antonio Brown,PIT,0.26,0.0,8.0,115.0,1.0,0.0,0.0,0.0,0.0
Antonio Callaway,CLE,1.6,0.0,4.0,50.0,0.3,0.0,0.0,0.0,0.0
Auden Tate,CIN,0.17,0.0,2.1,25.3,0.1,0.0,0.0,0.0,0.0
Austin Carr,NO,0.02,0.0,1.4,21.4,0.1,0.0,0.0,0.0,0.0
Bennie Fowler,NYG,0.08,0.0,3.8,52.0,0.2,0.0,0.0,0.0,0.0
Bobo Wilson,TB,1.7,0.01,0.81,9.85,0.1,0.0,0.0,0.0,0.0
Brandin Cooks,LAR,5.3,0.1,6.0,84.6,1.0,0.0,0.0,0.0,0.0
Brandon Zylstra,MIN,0.15,0.0,0.3,4.05,0.02,0.0,0.0,0.0,0.0
Breshad Perriman,CLE,1.5,0.0,2.0,24.1,0.2,0.0,0.0,0.0,0.0
Brice Butler,MIA,0.02,0.0,1.7,23.5,0.1,0.0,0.0,0.0,0.0
Bruce Ellington,DET,1.8,0.01,5.0,55.0,0.2,0.0,0.0,0.0,0.0
Calvin Ridley,ATL,3.7,0.0,4.9,59.2,0.5,0.0,0.0,0.0,0.0
Cameron Batson,TEN,0.45,0.0,1.6,17.0,0.1,0.0,0.0,0.0,0.0
Charone Peake,NYJ,0.06,0.0,0.6,8.1,0.01,0.0,0.0,0.0,0.0
Chester Rogers,IND,1.31,0.01,3.11,32.97,0.2,0.0,0.0,0.0,0.0
Chris Conley,KC,0.04,0.0,3.7,42.5,0.4,0.0,0.0,0.0,0.0
Chris Godwin,TB,0.41,0.0,6.0,75.65,1.0,0.0,0.0,0.0,0.0
Chris Hogan,NE,0.4,0.0,2.2,30.0,0.2,0.0,0.0,0.0,0.0
Chris Moore,BAL,3.4,0.02,1.4,17.2,0.1,0.0,0.0,0.0,0.0
Cody Core,CIN,0.03,0.0,2.1,27.5,0.1,0.0,0.0,0.0,0.0
Cole Beasley,DAL,0.23,0.0,4.0,45.7,0.2,0.0,0.0,0.0,0.0
Cordarrelle Patterson,NE,16.97,0.1,1.9,28.7,0.10786389940425907,0.0,0.0,0.0,0.0
Corey Coleman,NYG,0.3,0.0,2.3,31.2,0.1,0.0,0.0,0.0,0.0
Corey Davis,TEN,4.8,0.01,4.6,61.28,1.0,0.0,0.0,0.0,0.0
Courtland Sutton,DEN,0.19,0.0,5.0,73.4,1.0,0.0,0.0,0.0,0.0
Curtis Samuel,CAR,9.4,0.0,3.65,45.9,1.0,0.0,0.0,0.0,0.0
D.J. Moore,CAR,12.1,0.0,6.0,65.0,1.0,0.0,0.0,0.0,0.0
DaeSean Hamilton,DEN,0.6,0.0,3.5,46.1,0.3,0.0,0.0,0.0,0.0
Damion Ratley,CLE,0.3,0.0,1.0608324669683675,14.2,0.10439736004481799,0.0,0.0,0.0,0.0
Danny Amendola,MIA,0.21,0.0,4.8,50.1,0.26,0.0,0.0,0.0,0.0
Dante Pettis,SF,5.7,0.01,4.0,57.3,0.6,0.0,0.0,0.0,0.0
Darius Jennings,TEN,0.2,0.0,0.7,10.3,0.1,0.0,0.0,0.0,0.0
Darrius Heyward-Bey,PIT,1.1,0.0,0.5,6.6,0.03,0.0,0.0,0.0,0.0
