Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Ben Roethlisberger,QB,PIT,351.0,2.4,0.9,2.7,0.0,0.0,0.0,0.0
Matt Ryan,QB,ATL,330.0,2.1,1.0,7.9,0.1,0.0,0.0,0.0
Tom Brady,QB,NE,315.0,2.3,0.5,1.6,0.1,0.0,0.0,0.0
Deshaun Watson,QB,HOU,256.0,1.9,0.9,36.0,0.3,0.0,0.0,0.0
Jared Goff,QB,LAR,306.0,2.1,0.7,5.5,0.1,0.0,0.0,0.0
Drew Brees,QB,NO,302.0,2.2,0.8,0.9,0.1,0.0,0.0,0.0
Philip Rivers,QB,LAC,317.0,2.1,0.7,0.3,0.0,0.0,0.0,0.0
Aaron Rodgers,QB,GB,271.0,2.1,0.6,15.3,0.1,0.0,0.0,0.0
Cam Newton,QB,CAR,246.0,1.6,0.9,37.9,0.3,0.0,0.0,0.0
Matthew Stafford,QB,DET,307.0,1.9,0.8,7.0,0.1,0.0,0.0,0.0
Andrew Luck,QB,IND,299.0,2.1,1.0,12.9,0.2,0.0,0.0,0.0
Kirk Cousins,QB,MIN,296.0,2.0,0.9,10.4,0.1,0.0,0.0,0.0
Patrick Mahomes,QB,KC,248.0,2.0,0.9,23.3,0.1,0.0,0.0,0.0
Carson Wentz,QB,PHI,250.0,1.9,0.6,17.1,0.1,0.0,0.0,0.0
Blake Bortles,QB,JAX,260.0,1.8,1.0,20.7,0.1,0.0,0.0,0.0
Russell Wilson,QB,SEA,238.0,1.6,0.7,28.9,0.1,0.0,0.0,0.0
Derek Carr,QB,OAK,296.0,2.0,0.9,4.0,0.0,0.0,0.0,0.0
Andy Dalton,QB,CIN,267.0,1.9,0.8,7.7,0.1,0.0,0.0,0.0
Alex Smith,QB,WAS,256.0,1.6,0.5,17.8,0.1,0.0,0.0,0.0
Marcus Mariota,QB,TEN,232.0,1.5,0.7,24.8,0.3,0.0,0.0,0.0
Joe Flacco,QB,BAL,268.0,1.8,0.6,3.4,0.1,0.0,0.0,0.0
Dak Prescott,QB,DAL,224.0,1.3,0.7,24.4,0.2,0.0,0.0,0.0
Ryan Tannehill,QB,MIA,249.0,1.5,0.9,9.8,0.1,0.0,0.0,0.0
Josh Rosen,QB,ARI,231.0,1.7,1.0,9.6,0.1,0.0,0.0,0.0
C.J. Beathard,QB,SF,244.0,1.2,1.0,11.8,0.2,0.0,0.0,0.0
Eli Manning,QB,NYG,250.0,1.8,0.7,1.4,0.0,0.0,0.0,0.0
Baker Mayfield,QB,CLE,235.0,1.3,0.9,14.1,0.1,0.0,0.0,0.0
Case Keenum,QB,DEN,230.0,1.4,0.6,9.9,0.1,0.0,0.0,0.0
Sam Darnold,QB,NYJ,240.0,1.4,1.2,6.6,0.1,0.0,0.0,0.0
Josh Allen,QB,BUF,163.0,1.0,0.6,29.6,0.3,0.0,0.0,0.0
Lamar Jackson,QB,BAL,12.2,0.1,0.1,4.3,0.0,0.0,0.0,0.0
Taysom Hill,QB,NO,6.1,0.0,0.0,2.6,0.0,0.0,0.0,0.0
DeShone Kizer,QB,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,QB,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,QB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,QB,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Mullens,QB,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Rush,QB,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,QB,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,QB,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,QB,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrod Taylor,QB,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock Osweiler,QB,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,QB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,QB,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,QB,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,QB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,QB,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,QB,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,QB,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,QB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,QB,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Siemian,QB,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,QB,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Kessler,QB,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,QB,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,QB,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,QB,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,QB,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,QB,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
