Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Aaron Rodgers,GB,264.0,1.98,0.0,14.08,0.0,0.0,0.0,0.0,0.1
Alex Smith,WAS,256.0,1.6,0.0,15.9,0.0,0.0,0.0,0.0,0.06
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Andrew Luck,IND,255.0,1.5,0.8,11.47,0.0,0.0,0.0,0.0,0.13
Andy Dalton,CIN,261.0,1.9,0.8,5.28,0.0,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,193.0,1.0,0.9,7.9,0.0,0.0,0.0,0.0,0.08
Ben Roethlisberger,PIT,284.7,2.01,0.8,2.7,0.0,0.0,0.0,0.0,0.22
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Blake Bortles,JAX,260.0,1.5,0.87,20.7,0.0,0.0,0.0,0.0,0.13
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
C.J. Beathard,SF,229.0,1.0,0.9,10.0,0.0,0.0,0.0,0.0,0.07
Cam Newton,CAR,216.4,1.38,0.7,35.0,0.0,0.0,0.0,0.0,0.13
Carson Wentz,PHI,250.0,1.6,0.6,10.0,0.0,0.0,0.0,0.0,0.22
Case Keenum,DEN,230.0,1.0,0.6,3.5,0.0,0.0,0.0,0.0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Chad Kelly,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
