Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Alan Cross,TB,0.0,0.0,0.0,0,0,0,0,0,0.0
Anthony Firkser,TEN,0.0,7.660286037454341,0.05966004307847256,0,0,0,0,0,0.0
Antonio Gates,LAC,2.028354131298957,21.976768416233803,0.3,0,0,0,0,0,0.0
Antony Auclair,TB,0.25,2.9,0.0,0,0,0,0,0,0.0
Austin Hooper,ATL,3.7308615278756134,40.401406345804986,0.27600089627806823,0,0,0,0,0,0.0
Benjamin Watson,NO,2.603574496339876,29.812291378168194,0.27600089627806823,0,0,0,0,0,0.0
Blake Jarwin,DAL,1.4908895394809139,14.547343950799263,0.1,0,0,0,0,0,0.0
Brian Parker,DEN,0.0,0.0,0.0,0,0,0,0,0,0.0
Cameron Brate,TB,1.625492392317231,19.072205268604485,0.02448380646284909,0,0,0,0,0,0.0
Charles Clay,BUF,2.377963020085936,26.456489528875327,0.13,0,0,0,0,0,0.0
Chris Herndon,NYJ,2.361146459970394,28.466123172180346,0.14549350600071054,0,0,0,0,0,0.0
Chris Manhertz,CAR,0.0,0.0,0.0,0,0,0,0,0,0.0
Dalton Schultz,DAL,0.2,13.960955125087787,0.1685030469432647,0,0,0,0,0,0.0
Dan Arnold,NO,0.2,2.361094859675215,0.0,0,0,0,0,0,0.0
Daniel Brown,CHI,0.0,0.0,0.0,0,0,0,0,0,0.0
Darrell Daniels,ARI,0.0,0.0,0.0,0,0,0,0,0,0.0
Darren Fells,CLE,0.6,11.323271113322747,0.1,0,0,0,0,0,0.0
David Morgan,MIN,0.2,8.148511827369273,0.13271285188871645,0,0,0,0,0,0.0
David Njoku,CLE,3.8615835339651463,43.35367552874954,0.24,0,0,0,0,0,0.0
Demetrius Harris,KC,1.14,12.6,0.1,0,0,0,0,0,0.0
Deon Yelder,KC,0.0,0.0,0.0,0,0,0,0,0,0.0
Derek Carrier,OAK,0.41,7.31476037222507,0.0,0,0,0,0,0,0.0
Dion Sims,CHI,0.1,1.3,0.0,0,0,0,0,0,0.0
Durham Smythe,MIA,0.044034160122421895,0.13901748126576852,0.0,0,0,0,0,0,0.0
Dwayne Allen,NE,0.0,7.1319028985644835,0.16208610117642458,0,0,0,0,0,0.0
Ed Dickson,SEA,1.899810961963619,22.45091026569486,0.21636701240767645,0,0,0,0,0,0.0
Eric Saubert,ATL,0.1,0.4,0.0,0,0,0,0,0,0.0
Eric Tomlinson,NYJ,0.3,9.026284112869778,0.0,0,0,0,0,0,0.0
Garrett Celek,SF,0.2,9.446506928489434,0.04095341022530591,0,0,0,0,0,0.0
George Kittle,SF,4.629074664732372,60.34281106409673,0.3806753412884919,0,0,0,0,0,0.0
Gerald Everett,LAR,1.7749922616480007,19.045971036239823,0.2,0,0,0,0,0,0.0
Greg Olsen,CAR,3.9914276326490374,48.368243508349,0.388745519309452,0,0,0,0,0,0.0
Hayden Hurst,BAL,1.6431750836843422,18.22384985700223,0.2,0,0,0,0,0,0.0
Ian Thomas,CAR,0.2,7.763954824187579,0.06860759184210743,0,0,0,0,0,0.0
Jared Cook,OAK,4.500249827213347,53.7217386331051,0.44447567567143753,0,0,0,0,0,0.0
Jason Croom,BUF,1.3373445109866666,14.998025674970037,0.11742428545823158,0,0,0,0,0,0.0
Jeff Heuerman,DEN,2.2414994278824265,23.334393019503175,0.2,0,0,0,0,0,0.0
Jeremy Sprinkle,WAS,0.1,1.2796000901580644,0.0,0,0,0,0,0,0.0
Jesse James,PIT,1.9936745443439554,22.97211872774448,0.2,0,0,0,0,0,0.0
