Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,21.97,371.0,0.30000000000000004,3.0,1.0,0.8,0.1,0.07
Atlanta Falcons,ATL,24.3,384.0,0.25,2.7,0.88,0.8,0.03,0.09
Baltimore Ravens,BAL,24.3,402.0,0.26,2.8,0.9,0.8,0.1,0.07
Buffalo Bills,BUF,26.58,368.0,0.27,3.1,1.2,1.0,0.1,0.07
Carolina Panthers,CAR,28.1,371.0,0.27,3.1,0.84,1.2,0.03,0.1
Chicago Bears,CHI,25.5,393.0,0.30000000000000004,2.7,1.0,0.9,0.1,0.1
Cincinnati Bengals,CIN,31.6,434.0,0.2759891801253244,2.1,0.8,0.6662852563206128,0.02,0.1
Cleveland Browns,CLE,28.0,409.0,0.28,2.5,1.4,0.9,0.03,0.09
Dallas Cowboys,DAL,20.9,334.5,0.23,2.9,0.9,1.3,0.02,0.07
Denver Broncos,DEN,22.83,296.0,0.30000000000000004,2.8,1.4,0.7,0.03,0.11
Detroit Lions,DET,22.5,337.8,0.32,2.4,1.1,0.9,0.02,0.1
Green Bay Packers,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Texans,HOU,25.0,361.4,0.25,3.0,1.1,1.0,0.1,0.07
Indianapolis Colts,IND,19.4,299.9,0.25,3.2,1.1,0.7,0.03,0.09
Jacksonville Jaguars,JAX,19.0,324.1,0.36,3.8,1.8,0.8,0.1,0.08
Kansas City Chiefs,KC,25.5,394.3,0.34,2.4,1.1,0.8,0.03,0.1
Los Angeles Chargers,LAC,19.7,321.3,0.26,3.0,1.0,0.62,0.05,0.07
Los Angeles Rams,LAR,21.7,367.0,0.4,3.1,1.4,1.1,0.1,0.12
Miami Dolphins,MIA,24.5,397.0,0.28,2.21,1.2,0.8,0.04,0.12
Minnesota Vikings,MIN,21.1,325.0,0.37,2.8,1.7,1.1,0.1,0.08
New England Patriots,NE,24.0,401.0,0.25,2.6,0.89,0.8,0.1,0.1
New Orleans Saints,NO,28.0,391.0,0.24,2.4,0.9,0.7,0.02,0.09
New York Giants,NYG,30.3,428.0,0.30000000000000004,2.01,0.8,0.58,0.02,0.1
New York Jets,NYJ,24.3,399.0,0.27,2.6,0.9,1.1,0.05,0.07
Oakland Raiders,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,PHI,20.0,362.0,0.28,2.6,1.1,0.8,0.1,0.1
Pittsburgh Steelers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco 49ers,SF,33.1,430.0,0.22,2.1,0.8,0.7,0.04,0.08
Seattle Seahawks,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,TB,24.5,414.0,0.27,2.6,1.0,1.2,0.05,0.1
Tennessee Titans,TEN,28.7,403.4,0.30000000000000004,2.0,0.9,0.72,0.02,0.1
Washington Redskins,WAS,23.3,372.6,0.23,2.6,0.9,0.9,0.05,0.07
