Player,POS,Team,Receptions,Rec Yds,Rec TD
Davante Adams,WR,GB,8,110,1
Brandin Cooks,WR,LAR,8,105,1
DeAndre Hopkins,WR,HOU,8,110,1
Adam Thielen,WR,MIN,10,110,1
Michael Thomas,WR,NO,9,105,1
Emmanuel Sanders,WR,DEN,7,85,1
Tyreek Hill,WR,KC,6,90,1
Julio Jones,WR,ATL,6,90,1
Antonio Brown,WR,PIT,6,85,1
John Brown,WR,BAL,5,85,1
Kenny Golladay,WR,DET,6,85,1
Keenan Allen,WR,LAC,7,80,1
Mike Evans,WR,TB,7,80,1
Jarvis Landry,WR,CLE,6,80,1
Julian Edelman,WR,NE,6,75,1
Josh Gordon,WR,NE,6,75,1
Marvin Jones,WR,DET,5,75,1
DeVante Parker,WR,MIA,7,75,1
Tre'Quan Smith,WR,NO,7,75,1
Robert Woods,WR,LAR,6,70,1
Doug Baldwin,WR,SEA,6,65,1
Corey Davis,WR,TEN,5,65,1
Cooper Kupp,WR,LAR,6,65,1
Tyler Lockett,WR,SEA,4,65,1
Marquez Valdes-Scantling,WR,GB,5,65,1
Michael Crabtree,WR,BAL,5,60,1
Sammy Watkins,WR,KC,5,60,1
Taylor Gabriel,WR,CHI,5,55,1
Tyrell Williams,WR,LAC,3,55,1
Devin Funchess,WR,CAR,3,50,1
Michael Gallup,WR,DAL,3,40,1
DeSean Jackson,WR,TB,4,65,0
D.J. Moore,WR,CAR,5,60,0
JuJu Smith-Schuster,WR,PIT,5,65,0
Courtland Sutton,WR,DEN,5,65,0
Danny Amendola,WR,MIA,6,55,0
Marquise Goodwin,WR,SF,4,55,0
Laquon Treadwell,WR,MIN,5,55,0
Amari Cooper,WR,DAL,4,50,0
Seth Roberts,WR,OAK,4,50,0
Josh Doctson,WR,WAS,3,45,0
Jakeem Grant,WR,MIA,3,35,0
Anthony Miller,WR,CHI,4,45,0
Jordy Nelson,WR,OAK,4,45,0
Mohamed Sanu,WR,ATL,4,45,0
Demaryius Thomas,WR,HOU,4,45,0
Cole Beasley,WR,DAL,4,40,0
Randall Cobb,WR,GB,4,40,0
Chris Godwin,WR,TB,3,40,0
Chris Hogan,WR,NE,3,40,0
T.J. Jones,WR,DET,4,40,0
Calvin Ridley,WR,ATL,3,40,0
Robby Anderson,WR,NYJ,2,35,0
Chris Conley,WR,KC,3,35,0
Zay Jones,WR,BUF,3,35,0
Brandon LaFell,WR,OAK,3,35,0
Curtis Samuel,WR,CAR,2,35,0
Tajae Sharpe,WR,TEN,2,35,0
Taywan Taylor,WR,TEN,2,35,0
Mike Williams,WR,LAC,3,35,0
Adam Humphries,WR,TB,3,30,0
Damion Ratley,WR,CLE,2,30,0
Paul Richardson,WR,WAS,2,30,0
Andre Roberts,WR,NYJ,2,30,0
Willie Snead,WR,BAL,2,30,0
Ryan Switzer,WR,PIT,2,25,0
Allen Hurns,WR,DAL,2,25,0
Cameron Meredith,WR,NO,2,25,0
Travis Benjamin,WR,LAC,1,20,0
Martavis Bryant,WR,OAK,1,20,0
Antonio Callaway,WR,CLE,2,20,0
Rashard Higgins,WR,CLE,1,20,0
Jermaine Kearse,WR,NYJ,2,20,0
Dante Pettis,WR,SF,2,20,0
Brandon Powell,WR,DET,2,20,0
Cordarrelle Patterson,WR,NE,0,0,0
Jarius Wright,WR,CAR,1,10,0
