Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Todd Gurley,RB,LAR,0.0,0.0,0.0,1274.4,10.5,67.1,583.9,2.6, 
David Johnson,RB,ARI,0.0,0.0,0.0,1087.2,8.5,76.4,731.1,3.0, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,1403.6,11.4,47.2,393.4,1.4, 
Alvin Kamara,RB,NO,0.0,0.0,0.0,852.4,7.8,74.2,702.6,2.8, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,1098.8,7.2,59.9,530.6,2.7, 
Melvin Gordon,RB,LAC,0.0,0.0,0.0,1040.1,6.5,60.3,499.8,2.2, 
Dalvin Cook,RB,MIN,0.0,0.0,0.0,1097.7,6.6,53.5,495.3,2.0, 
Leonard Fournette,RB,JAX,0.0,0.0,0.0,1238.5,10.1,39.7,325.4,1.0,Q
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,793.2,5.2,71.3,619.4,2.8, 
LeSean McCoy,RB,BUF,0.0,0.0,0.0,1098.0,5.8,56.1,439.3,1.5, 
Devonta Freeman,RB,ATL,0.0,0.0,0.0,938.9,8.6,42.1,360.9,1.9,IR
Joe Mixon,RB,CIN,0.0,0.0,0.0,891.9,5.9,42.4,341.8,1.2, 
Royce Freeman,RB,DEN,0.0,0.0,0.0,994.1,6.2,35.3,283.5,0.8, 
Jordan Howard,RB,CHI,0.0,0.0,0.0,1022.9,7.3,29.1,233.2,1.0, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,848.4,5.6,43.2,329.8,1.2, 
Alex Collins,RB,BAL,0.0,0.0,0.0,1022.2,5.7,30.1,235.8,0.7,IR
Derrick Henry,RB,TEN,0.0,0.0,0.0,921.7,7.0,23.7,204.3,0.8, 
Marshawn Lynch,RB,OAK,0.0,0.0,0.0,788.9,6.4,30.7,242.9,0.9,IR
Mark Ingram,RB,NO,0.0,0.0,0.0,696.5,6.1,35.6,262.3,1.4, 
Dion Lewis,RB,TEN,0.0,0.0,0.0,573.6,3.7,46.2,374.1,1.6, 
Lamar Miller,RB,HOU,0.0,0.0,0.0,808.2,4.8,31.4,242.6,1.1, 
Rex Burkhead,RB,NE,0.0,0.0,0.0,626.6,5.5,35.8,310.6,1.6, 
Jay Ajayi,RB,PHI,0.0,0.0,0.0,959.3,5.3,21.5,167.5,0.7,IR
Duke Johnson,RB,CLE,0.0,0.0,0.0,318.6,2.0,59.3,542.3,1.6, 
Tevin Coleman,RB,ATL,0.0,0.0,0.0,590.2,4.4,35.8,332.3,1.6, 
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,758.3,4.7,30.6,240.3,0.8,IR
Tarik Cohen,RB,CHI,0.0,0.0,0.0,327.6,2.5,55.0,443.4,1.8, 
Chris Thompson,RB,WAS,0.0,0.0,0.0,319.5,2.0,54.8,474.3,1.9, 
Alfred Morris,RB,SF,0.0,0.0,0.0,829.2,6.2,17.6,142.2,0.5, 
Kerryon Johnson,RB,DET,0.0,0.0,0.0,676.4,4.2,29.6,240.0,0.9,IR
Matt Breida,RB,SF,0.0,0.0,0.0,560.8,4.0,34.0,285.3,1.1,IR
James White,RB,NE,0.0,0.0,0.0,196.3,1.9,54.1,445.6,2.8, 
Bilal Powell,RB,NYJ,0.0,0.0,0.0,551.4,3.6,37.0,275.5,1.0,IR
Carlos Hyde,RB,JAX,0.0,0.0,0.0,777.3,6.4,15.5,111.1,0.6, 
Adrian Peterson,RB,WAS,0.0,0.0,0.0,793.5,5.6,16.7,125.3,0.5, 
Rashaad Penny,RB,SEA,0.0,0.0,0.0,655.1,4.3,24.8,206.1,0.9, 
Peyton Barber,RB,TB,0.0,0.0,0.0,718.2,4.0,23.4,182.3,0.7, 
Chris Carson,RB,SEA,0.0,0.0,0.0,679.9,4.2,22.0,176.4,0.9, 
Marlon Mack,RB,IND,0.0,0.0,0.0,558.1,4.0,28.1,232.7,1.1,Q
Ty Montgomery,RB,BAL,0.0,0.0,0.0,367.4,2.7,40.2,327.4,1.8, 
Jamaal Williams,RB,GB,0.0,0.0,0.0,560.6,4.1,25.1,219.3,1.3, 
Theo Riddick,RB,DET,0.0,0.0,0.0,176.1,1.1,52.6,426.3,2.4,Q
Giovani Bernard,RB,CIN,0.0,0.0,0.0,338.2,1.6,40.8,347.1,1.0, 
Ronald Jones,RB,TB,0.0,0.0,0.0,646.5,2.5,22.7,184.9,0.6, 
Javorius Allen,RB,BAL,0.0,0.0,0.0,307.1,2.1,39.4,285.2,1.1, 
Sony Michel,RB,NE,0.0,0.0,0.0,438.3,3.7,24.6,201.7,0.8, 
Devontae Booker,RB,DEN,0.0,0.0,0.0,367.5,2.0,31.3,260.8,0.9, 
Latavius Murray,RB,MIN,0.0,0.0,0.0,424.3,3.6,22.4,171.8,0.5, 
Doug Martin,RB,OAK,0.0,0.0,0.0,374.8,2.8,26.0,210.4,0.8, 
Corey Clement,RB,PHI,0.0,0.0,0.0,369.1,2.6,23.0,209.9,1.0,IR
Kyle Juszczyk,RB,SF,0.0,0.0,0.0,38.8,0.9,44.7,385.3,2.0, 
C.J. Anderson,RB,LAR,0.0,0.0,0.0,504.5,3.5,15.3,126.3,0.4, 
Austin Ekeler,RB,LAC,0.0,0.0,0.0,359.4,1.6,25.6,228.3,1.0, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,302.8,2.2,28.1,218.5,0.7, 
Darren Sproles,RB,PHI,0.0,0.0,0.0,247.7,1.4,29.4,240.4,0.9, 
Jordan Wilkins,RB,IND,0.0,0.0,0.0,460.8,2.7,14.9,120.3,0.6, 
Frank Gore,RB,MIA,0.0,0.0,0.0,415.9,1.8,19.9,163.5,0.7,IR
Aaron Jones,RB,GB,0.0,0.0,0.0,515.8,3.0,10.7,86.3,0.5,IR
Nyheim Hines,RB,IND,0.0,0.0,0.0,230.3,1.1,29.7,243.3,1.0, 
Kenneth Dixon,RB,BAL,0.0,0.0,0.0,293.3,1.7,26.1,186.4,0.7, 
Chris Ivory,RB,BUF,0.0,0.0,0.0,365.7,3.4,15.4,119.8,0.3, 
LeGarrette Blount,RB,DET,0.0,0.0,0.0,470.1,3.7,6.5,50.9,0.3, 
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,210.6,1.2,22.1,174.3,0.6,IR
D'Onta Foreman,RB,HOU,0.0,0.0,0.0,391.2,2.3,9.5,75.4,0.4, 
James Conner,RB,PIT,0.0,0.0,0.0,346.2,2.6,7.2,58.1,0.3, 
Alfred Blue,RB,HOU,0.0,0.0,0.0,300.8,1.9,10.8,86.8,0.5, 
Chase Edmonds,RB,ARI,0.0,0.0,0.0,222.8,1.6,13.3,103.5,0.4, 
Nick Chubb,RB,CLE,0.0,0.0,0.0,297.1,2.3,7.4,57.5,0.2, 
Jonathan Stewart,RB,NYG,0.0,0.0,0.0,319.2,2.2,6.6,48.9,0.2,IR
Corey Grant,RB,JAX,0.0,0.0,0.0,186.2,1.3,15.5,125.0,0.4,IR
Jalen Richard,RB,OAK,0.0,0.0,0.0,130.7,0.7,17.8,143.7,0.5, 
Jacquizz Rodgers,RB,TB,0.0,0.0,0.0,95.9,0.5,20.7,145.6,0.5, 
Rod Smith,RB,DAL,0.0,0.0,0.0,192.6,2.0,9.8,84.2,0.3, 
John Kelly,RB,LAR,0.0,0.0,0.0,262.6,2.0,5.9,48.5,0.2, 
C.J. Prosise,RB,SEA,0.0,0.0,0.0,103.2,0.8,14.2,142.8,0.6,IR
Elijah McGuire,RB,NYJ,0.0,0.0,0.0,154.5,1.0,11.7,103.1,0.4, 
Spencer Ware,RB,KC,0.0,0.0,0.0,227.6,1.8,5.8,50.4,0.2, 
Wayne Gallman,RB,NYG,0.0,0.0,0.0,143.7,0.9,13.5,97.9,0.4, 
Rob Kelley,RB,WAS,0.0,0.0,0.0,171.5,1.4,8.3,62.8,0.3,IR
Raheem Mostert,RB,SF,0.0,0.0,0.0,91.9,0.9,13.1,106.6,0.4,IR
Jaylen Samuels,RB,PIT,0.0,0.0,0.0,116.5,1.1,11.1,89.0,0.4, 
Damien Williams,RB,KC,0.0,0.0,0.0,57.0,0.5,13.3,111.4,0.6, 
T.J. Logan,RB,ARI,0.0,0.0,0.0,132.7,0.6,8.9,69.0,0.3, 
Marcus Murphy,RB,BUF,0.0,0.0,0.0,124.4,0.9,7.6,60.9,0.2,IR
Kalen Ballage,RB,MIA,0.0,0.0,0.0,100.3,0.6,8.5,66.9,0.3, 
DeAndre Washington,RB,OAK,0.0,0.0,0.0,90.7,0.5,9.0,66.7,0.3, 
Benny Cunningham,RB,CHI,0.0,0.0,0.0,37.5,0.3,8.7,72.6,0.3, 
Detrez Newsome,RB,LAC,0.0,0.0,0.0,95.8,0.5,4.1,34.3,0.2, 
Ito Smith,RB,ATL,0.0,0.0,0.0,70.7,0.6,4.0,32.3,0.2,IR
Samaje Perine,RB,WAS,0.0,0.0,0.0,69.9,0.5,4.5,35.2,0.1, 
Trenton Cannon,RB,NYJ,0.0,0.0,0.0,47.1,0.2,5.9,46.9,0.2, 
Cameron Artis-Payne,RB,CAR,0.0,0.0,0.0,73.4,0.5,3.8,30.7,0.1, 
Derek Watt,RB,LAC,0.0,0.0,0.0,20.2,0.3,6.1,51.4,0.4, 
Patrick DiMarco,RB,BUF,0.0,0.0,0.0,6.6,0.1,7.5,63.0,0.3, 
Malcolm Brown,RB,LAR,0.0,0.0,0.0,82.2,0.6,2.0,15.4,0.1,IR
Tommy Bohanon,RB,JAX,0.0,0.0,0.0,17.8,0.2,5.6,49.5,0.2, 
Andy Janovich,RB,DEN,0.0,0.0,0.0,27.4,0.4,4.4,34.9,0.2, 
Mark Walton,RB,CIN,0.0,0.0,0.0,76.4,0.3,2.0,16.0,0.1, 
Zach Line,RB,NO,0.0,0.0,0.0,19.8,0.3,4.2,34.1,0.3, 
Keith Smith,RB,OAK,0.0,0.0,0.0,18.0,0.3,4.4,34.1,0.2, 
Michael Burton,RB,CHI,0.0,0.0,0.0,11.9,0.2,4.1,33.3,0.2, 
Jamize Olawale,RB,DAL,0.0,0.0,0.0,17.2,0.2,3.8,34.7,0.2, 
David Fluellen,RB,TEN,0.0,0.0,0.0,48.3,0.4,1.9,15.0,0.1,IR
Ameer Abdullah,RB,MIN,0.0,0.0,0.0,41.7,0.2,2.1,17.1,0.1, 
Anthony Sherman,RB,KC,0.0,0.0,0.0,13.8,0.2,3.9,30.9,0.2, 
James Develin,RB,NE,0.0,0.0,0.0,0.0,0.0,4.4,37.4,0.3, 
Stevan Ridley,RB,PIT,0.0,0.0,0.0,55.9,0.5,0.8,6.5,0.0, 
Mike Davis,RB,SEA,0.0,0.0,0.0,15.0,0.1,3.7,29.0,0.2, 
Shaun Wilson,RB,TB,0.0,0.0,0.0,37.6,0.2,2.1,16.7,0.1,IR
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,34.0,0.2,2.1,16.9,0.1, 
Ricky Ortiz,RB,ATL,0.0,0.0,0.0,0.0,0.0,3.9,32.3,0.3, 
Mike Boone,RB,MIN,0.0,0.0,0.0,24.8,0.2,2.2,18.1,0.1, 
Tra Carson,RB,GB,0.0,0.0,0.0,29.1,0.2,2.0,15.8,0.1,IR
Roosevelt Nix,RB,PIT,0.0,0.0,0.0,13.2,0.3,2.2,17.3,0.1, 
C.J. Ham,RB,MIN,0.0,0.0,0.0,6.8,0.1,2.0,17.0,0.1,Q
Derrick Coleman,RB,ARI,0.0,0.0,0.0,6.3,0.1,2.2,17.2,0.1, 
Tre Madden,RB,SEA,0.0,0.0,0.0,0.0,0.0,1.8,14.5,0.1,Q
Justin Davis,RB,LAR,0.0,0.0,0.0,16.0,0.1,0.0,0.0,0.0, 
Darrel Williams,RB,KC,0.0,0.0,0.0,14.1,0.1,0.0,0.0,0.0, 
Senorise Perry,RB,MIA,0.0,0.0,0.0,14.3,0.1,0.0,0.0,0.0, 
Roc Thomas,RB,MIN,0.0,0.0,0.0,8.6,0.1,0.1,1.1,0.0, 
Brandon Bolden,RB,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Kenjon Barner,RB,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR
Kapri Bibbs,RB,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Charcandrick West,RB,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Zach Zenner,RB,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Jonathan Williams,RB,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Danny Vitale,RB,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Darius Jackson,RB,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Dwayne Washington,RB,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Troymaine Pope,RB,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Alex Armah,RB,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Matt Dayes,RB,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Jeremy McNichols,RB,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Brian Hill,RB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Elijhaa Penny,RB,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
J.D. McKissic,RB,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Taquan Mizzell,RB,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Trey Edmunds,RB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Boston Scott,RB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
David Williams,RB,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Justin Jackson,RB,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Josh Adams,RB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Jeremy Hill,RB,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR
De'Lance Turner,RB,BAL,,,,,,,,,IR
Gus Edwards,RB,BAL,,,,,,,,, 
Dontrell Hilliard,RB,CLE,,,,,,,,, 
Jeff Wilson,RB,SF,,,,,,,,,Q
Keith Ford,RB,BUF,,,,,,,,, 
