Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,5.0,76.4,0.6
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,5.7,70.8,0.5
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,5.6,64.7,0.6
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,4.0,48.6,0.5
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,4.6,48.2,0.4
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,4.8,47.9,0.3
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,3.9,47.2,0.4
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.8,38.3,0.5
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,4.0,42.8,0.4
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,4.1,44.4,0.3
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.2,47.2,0.2
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,3.5,41.5,0.3
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,3.5,39.9,0.3
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,3.5,39.0,0.3
Tyler Eifert,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.2,35.2,0.4
Will Dissly,TE,SEA,0.0,0.0,0.0,0.0,0.0,3.5,35.8,0.3
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,3.3,35.0,0.3
Austin Seferian-Jenkins,TE,JAX,0.0,0.0,0.0,0.0,0.0,3.4,34.6,0.3
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,3.6,38.5,0.2
Jake Butt,TE,DEN,0.0,0.0,0.0,0.0,0.0,3.5,36.3,0.2
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,3.1,31.9,0.3
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,2.8,33.5,0.3
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.1,34.5,0.2
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.6,29.0,0.2
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.3,27.5,0.3
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.7,30.3,0.1
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,2.7,29.7,0.1
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,2.8,26.7,0.2
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.3,26.2,0.1
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,2.0,24.7,0.2
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,2.0,23.3,0.1
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.6,17.7,0.3
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.1,22.9,0.1
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.1,22.2,0.1
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.8,20.8,0.1
Eric Tomlinson,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.6,17.9,0.1
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,1.5,18.1,0.1
