Player,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,2PT
Aaron Jones,GB,90.1,1.0,3.1,24.7,0.2,0.0,0.0,0.0,0.01
Adrian Peterson,WAS,81.57,1.0,2.0,16.6,0.1,0.0,0.0,0.0,0.0
Alex Armah,CAR,4.767704698212667,0.1,0.13,0.3573574195198478,0.01,0.0,0.0,0.0,0.0
Alex Collins,BAL,75.0,1.0,1.9,17.9,0.1,0.0,0.0,0.0,0.0
Alfred Blue,HOU,35.9,0.3,1.0,10.0,0.03,0.0,0.0,0.0,0.0
Alvin Kamara,NO,65.6,1.0,7.0,56.9,1.0,0.0,0.0,0.0,0.07
Andy Janovich,DEN,1.751465950174642,0.0,0.52,2.5,0.02,0.0,0.0,0.0,0.01
Anthony Sherman,KC,1.3,0.0,1.0,11.9,0.1,0.0,0.0,0.0,0.0
Austin Ekeler,LAC,25.4,0.2,2.9,30.6,0.2,0.0,0.0,0.0,0.0
Benny Cunningham,CHI,2.95,0.02,0.47,4.16,0.03,0.0,0.0,0.0,0.0
Brandon Wilson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hill,ATL,4.14,0.03,0.27,2.58,0.02,0.0,0.0,0.0,0.0
Buddy Howell,HOU,3.66,0.02,0.46,4.16,0.02,0.0,0.0,0.0,0.0
C.J. Ham,MIN,1.367249713486176,0.01,0.6,6.1,0.02,0.0,0.0,0.0,0.0
Cameron Artis-Payne,CAR,22.0,0.2,0.68,5.91,0.03,0.0,0.0,0.0,0.0
Carlos Hyde,JAX,17.52,0.11,0.8,5.1,0.02,0.0,0.0,0.0,0.0
Chase Edmonds,ARI,17.86,0.11,1.27,10.14,0.06,0.0,0.0,0.0,0.0
Chris Carson,SEA,68.79,1.0,2.9,22.2,0.1,0.0,0.0,0.0,0.01
Christian McCaffrey,CAR,70.7,1.0,6.8,57.6,0.4,0.0,0.0,0.0,0.0
Corey Clement,PHI,32.2,0.4,1.8,14.8,0.1,0.0,0.0,0.0,0.03
Dalvin Cook,MIN,60.0,0.5,4.0,30.0,0.1,0.0,0.0,0.0,0.01
Dalyn Dawkins,TEN,8.36,0.05,0.63,4.79,0.02,0.0,0.0,0.0,0.0
Damien Williams,KC,4.33,0.02,0.38,2.84,0.02,0.0,0.0,0.0,0.0
Dare Ogunbowale,TB,6.31,0.04,0.55,3.39,0.02,0.0,0.0,0.0,0.0
David Johnson,ARI,90.0,1.0,6.0,52.5,0.3,0.0,0.0,0.0,0.0
DeAndre Washington,OAK,9.9,0.1,1.1,6.4,0.02,0.0,0.0,0.0,0.0
Derek Watt,LAC,1.3586117276497536,0.01,0.15,0.9,0.01,0.0,0.0,0.0,0.0
Derrick Coleman,ARI,1.405931237582148,0.01,0.28,2.22,0.02,0.0,0.0,0.0,0.0
Derrick Henry,TEN,44.7,0.4,1.02,10.5,0.06,0.0,0.0,0.0,0.01
Devontae Booker,DEN,16.0,0.1,3.0,25.0,0.07,0.0,0.0,0.0,0.0
Dion Lewis,TEN,65.0,1.0,4.0,29.5,0.17,0.0,0.0,0.0,0.0
Doug Martin,OAK,67.53,0.4,2.2,18.1,0.1,0.0,0.0,0.0,0.03
Dwayne Washington,NO,3.82,0.02,0.24,2.47,0.02,0.0,0.0,0.0,0.0
Elijhaa Penny,NYG,3.6519890767430025,0.02,0.45,3.264039673717379,0.02,0.0,0.0,0.0,0.0
Ezekiel Elliott,DAL,106.0,1.0,6.0,45.0,0.21,0.0,0.0,0.0,0.0
Giovani Bernard,CIN,26.8,0.2,3.0,25.0,0.1,0.0,0.0,0.0,0.0
