Player,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,2PT
Aaron Jones,GB,69.5,0.5,3.0,22.4,0.0,0.0,0.0,0.0,0.01
Adrian Peterson,WAS,56.17,0.36,1.0,9.51,0.0,0.0,0.0,0.0,0.0
Alex Armah,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred Blue,HOU,20.0,0.0,0.5,3.9,0.0,0.0,0.0,0.0,0.0
Alvin Kamara,NO,54.95,0.4,4.2,37.3,0.0,0.0,0.0,0.0,0.07
Ameer Abdullah,MIN,1.2079861402441292,-0.017754942666166326,0.2,0.579687675507893,0.0,0.0,0.0,0.0,0.0
Andy Janovich,DEN,0.0,0.0,0.1,1.9,0.0,0.0,0.0,0.0,0.01
Anthony Sherman,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Ekeler,LAC,50.0,0.4,2.9,31.61,0.0,0.0,0.0,0.0,0.01
Brandon Bolden,MIA,0.0,-0.023673256888221784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Wilson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buddy Howell,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Ham,MIN,0.0,-0.0059183142220554895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Artis-Payne,CAR,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Hyde,JAX,52.3,0.0,1.28,10.0,0.0,0.0,0.0,0.0,0.0
Chase Edmonds,ARI,5.9,0.0,0.3,2.3,0.0,0.0,0.0,0.0,0.0
Chris Carson,SEA,61.9,0.44,0.99,9.49,0.0,0.0,0.0,0.0,0.01
Chris Ivory,BUF,11.8,0.0,0.4,3.3,0.0,0.0,0.0,0.0,0.0
Chris Thompson,WAS,10.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Christian McCaffrey,CAR,62.1,0.4,5.79,50.4,0.0,0.0,0.0,0.0,0.0
Corey Clement,PHI,10.9,0.0,0.7,6.5,0.0,0.0,0.0,0.0,0.06
Dalvin Cook,MIN,48.0,0.2,2.4,19.8,0.0,0.0,0.0,0.0,0.01
Damien Williams,KC,8.74,0.0,0.5,4.3,0.0,0.0,0.0,0.0,0.0
Danny Vitale,GB,0.0,-0.006640844430407879,-0.0043677468069201475,-0.13995974799119137,0.0,0.0,0.0,0.0,0.0
David Johnson,ARI,60.0,0.49,3.4,30.3,0.0,0.0,0.0,0.0,0.0
David Williams,JAX,0.0,-0.02959157111027727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Washington,OAK,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Watt,LAC,0.22,-0.006640844430407876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,ARI,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Derrick Henry,TEN,30.0,0.2,0.6,4.1,0.0,0.0,0.0,0.0,0.0
Detrez Newsome,LAC,0.0,-0.0473465137764436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devontae Booker,DEN,4.2,0.0,0.3,2.7,0.0,0.0,0.0,0.0,0.0
Dion Lewis,TEN,41.8,0.0,2.6,20.7,0.0,0.0,0.0,0.0,0.0
Dontrell Hilliard,CLE,0.0,-0.0059183142220554374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug Martin,OAK,53.0,0.0,0.8,5.0,0.0,0.0,0.0,0.0,0.03
Duke Johnson,CLE,10.5,0.0,3.36,30.0,0.0,0.0,0.0,0.0,0.06
Dwayne Washington,NO,1.6703718971630626,-0.0059183142220554374,-0.023595429089676823,0.0,0.0,0.0,0.0,0.0,0.0
Elijah McGuire,NYJ,21.9,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.03
Elijhaa Penny,NYG,0.0,-0.03854614790843963,0.2,1.1,0.0,0.0,0.0,0.0,0.0
Ezekiel Elliott,DAL,82.93,0.5,3.3,25.9,0.0,0.0,0.0,0.0,0.0
Frank Gore,MIA,44.4,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Giovani Bernard,CIN,10.0,0.0,1.7,14.3,0.0,0.0,0.0,0.0,0.0
Gus Edwards,BAL,68.16,0.5,0.2,1.5,0.0,0.0,0.0,0.0,0.01
Isaiah Crowell,NYJ,33.3,0.0,1.5,9.2,0.0,0.0,0.0,0.0,0.03
Ito Smith,ATL,20.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
