Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.03,0.04,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,245.98659792846766,2.0,1.0,15.539541876827798,0.08888888888888889,0,0,0,0.09
Alex Tanney,NYG,0.0,0.09,0.12,0.0,0.0,0,0,0,0.03
Andrew Luck,IND,266.815569066209,2.4,1.1,16.56,0.08888888888888889,0,0,0,0.13
Baker Mayfield,CLE,249.27141161043767,2.0,1.0,16.94,0.08888888888888889,0,0,0,0.15
Ben Roethlisberger,PIT,310.0760204943708,2.1,1.2,5.48,0.08888888888888889,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.04,0.13,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,0.0,0.1,0.21,0.0,0.0,0,0,0,0.03
Brandon Weeden,HOU,0.0,0.02,0.02,0.0,0.0,0,0,0,0.06
Brett Hundley,SEA,0.0,0.07,0.09,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.03,0.05,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,0.0,0.09,0.09,0.0,0.0,0,0,0,0.06
C.J. Beathard,SF,0.0,0.04,0.11,0.0,0.0,0,0,0,0.03
Case Keenum,DEN,248.91190624586693,1.7,1.0,6.1446541547914855,0.08888888888888889,0,0,0,0.03
Chad Henne,KC,0.0,0.07,0.1,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.12,0.07,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,178.51,1.2,1.3,30.0,0.08888888888888889,0,0,0,0.09
Cooper Rush,DAL,0.0,0.03,0.04,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,261.0996851439734,2.0,1.0,20.22176788519536,0.3,0,0,0,0.07
DeShone Kizer,GB,0.0,0.03,0.07,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,251.79985234581522,1.8,1.0,5.4,0.08888888888888889,0,0,0,0.09
Deshaun Watson,HOU,244.15212763315176,2.0,1.3,28.16,0.3,0,0,0,0.13
Drew Brees,NO,279.61094532131193,2.3,0.8,4.96,0.08888888888888889,0,0,0,0.03
Eli Manning,NYG,263.57686575597177,1.8,1.0,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.14,0.1,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.04,0.05,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,248.75796843953924,1.9,1.3,18.847943340194718,0.08888888888888889,0,0,0,0.13
Jared Goff,LAR,262.8982476511924,2.0,1.0,10.5,0.08888888888888889,0,0,0,0.09
Jeff Driskel,CIN,210.09581946655754,1.2,1.4,14.1,0.08888888888888889,0,0,0,0.11
Joe Flacco,BAL,0.0,0.1,0.1,0.0,0.0,0,0,0,0.04
Joe Webb,HOU,0.0,0.01,0.02,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,204.14277017666618,1.1,1.3,75.0,0.39,0,0,0,0.09
Josh Johnson,WAS,170.0,1.0,1.4,25.254062751722394,0.2,0,0,0,0.07
Josh McCown,NYJ,0.0,0.04,0.04,0.0,0.0,0,0,0,0.02
Josh Rosen,ARI,176.45,1.4,1.8,7.4,0.08888888888888889,0,0,0,0.09
Joshua Dobbs,PIT,0.0,0.02,0.05,0.0,0.0,0,0,0,0.03
Kevin Hogan,DEN,0.0,0.02,0.13,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,258.43732597383064,2.0,0.8,6.624338380068121,0.08888888888888889,0,0,0,0.09
Kyle Allen,CAR,0.0,0.1,0.14,0.0,0.0,0,0,0,0.04
Lamar Jackson,BAL,147.0,1.1,1.0,77.5,0.3,0,0,0,0.07
Marcus Mariota,TEN,188.22,1.5,1.0,24.0,0.3,0,0,0,0.03
Mark Sanchez,WAS,0.0,0.04,0.07,0.0,0.0,0,0,0,0.03
Matt Barkley,BUF,0.0,0.03,0.08,0.0,0.0,0,0,0,0.03
Matt Cassel,DET,0.0,0.04,0.12,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,277.01333811692024,2.0,0.9,5.8761440881945255,0.08888888888888889,0,0,0,0.09
Matt Schaub,ATL,0.0,0.01,0.05,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,227.48299455683627,1.5,1.0,5.8538580513439635,0.08888888888888889,0,0,0,0.06
Mike Glennon,ARI,0.0,0.09,0.13,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,220.08643047687949,2.0,1.0,30.823267370208992,0.3,0,0,0,0.15
Nate Sudfeld,PHI,0.0,0.05,0.1,0.0,0.0,0,0,0,0.03
Nick Foles,PHI,252.44,2.0,1.04,5.8538580513439635,0.08888888888888889,0,0,0,0.03
Nick Mullens,SF,281.0,2.0,1.9,10.5,0.08888888888888889,0,0,0,0.07
Patrick Mahomes,KC,296.20158649125585,2.5,1.0,14.68567019492076,0.08888888888888889,0,0,0,0.05
Philip Rivers,LAC,262.8634824106079,2.0,1.0,0.0,0.0,0,0,0,0.16
Russell Wilson,SEA,249.52050881529348,2.3,1.0,17.90268222535211,0.19,0,0,0,0.09
Ryan Tannehill,MIA,206.52396774090386,1.8,1.1,14.0,0.08888888888888889,0,0,0,0.06
Sam Darnold,NYJ,240.70818157144976,2.0,1.5,12.123457664154522,0.19,0,0,0,0.06
Sean Mannion,LAR,0.0,0.11,0.12,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,192.0,2.0,1.3,16.622298178798548,0.3,0,0,0,0.09
Taysom Hill,NO,0.0,0.06,0.09,15.294628532232164,0.08888888888888889,0,0,0,0.02
Teddy Bridgewater,NO,0.0,0.06,0.06,0.0,0.0,0,0,0,0.03
Tom Brady,NE,273.83329742444954,2.1,0.72,5.614501872735448,0.08888888888888889,0,0,0,0.06
Tom Savage,CIN,0.0,0.07,0.11,0.0,0.0,0,0,0,0.03
Trevor Siemian,MIN,0.0,0.03,0.05,0.0,0.0,0,0,0,0.03
Tyrod Taylor,CLE,0.0,0.07,0.04,0.0,0.0,0,0,0,0.02
