Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,240.0,1.71,0.3,12.57,0.0,0,0,0,0.09
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Andrew Luck,IND,260.0,1.91,0.0,10.0,0.0,0,0,0,0.13
Baker Mayfield,CLE,239.33,1.61,0.9,5.0,0.0,0,0,0,0.15
Ben Roethlisberger,PIT,300.0,1.7,0.9,2.4,0.0,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Case Keenum,DEN,215.6,1.0,0.67,3.5,0.0,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,178.51,0.8,0.55,5.1,0.0,0,0,0,0.09
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,241.59,1.5,0.6,15.0,0.0,0,0,0,0.07
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,236.85,1.0,0.6,3.6,0.0,0,0,0,0.09
Deshaun Watson,HOU,240.0,1.5,0.71,28.16,0.0,0,0,0,0.13
Drew Brees,NO,244.6,1.97,0.0,0.0,0.0,0,0,0,0.03
Eli Manning,NYG,230.0,1.0,0.7,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,245.0,1.0,0.9,8.9,0.0,0,0,0,0.13
Jared Goff,LAR,245.12,1.62,0.7,5.0,0.0,0,0,0,0.09
Jeff Driskel,CIN,175.0,1.0,0.8,14.1,0.0,0,0,0,0.11
Joe Flacco,BAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.04
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,170.0,0.89,0.88,46.6,0.39,0,0,0,0.09
Josh Johnson,WAS,170.0,0.6,0.99,18.5,0.0,0,0,0,0.07
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Josh Rosen,ARI,176.45,1.0,1.0,7.4,0.0,0,0,0,0.09
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
