Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,9.81,0.03,0.04,0.1,0.01,0.0,0.0,0,0.03
Aaron Rodgers,GB,299.0,2.0,1.0,20.0,0.1,0.0,0.0,0,0.09
Alex Tanney,NYG,18.08,0.09,0.12,0.16,0.0,0.0,0.0,0,0.03
Andrew Luck,IND,301.0,2.4,1.1,16.56,0.14,0.0,0.0,0,0.13
Baker Mayfield,CLE,296.0,2.0,1.0,16.94,0.2,0.0,0.0,0,0.15
Ben Roethlisberger,PIT,361.0,2.1,1.2,5.48,0.1,0.0,0.0,0,0.19
Blaine Gabbert,TEN,15.54,0.04,0.13,0.3,0.01,0.0,0.0,0,0.03
Blake Bortles,JAX,26.79,0.1,0.21,1.6,0.01,0.0,0.0,0,0.03
Brandon Weeden,HOU,7.076037483404313,0.02,0.02,0.1,0.0,0.0,0.0,0,0.06
Brett Hundley,SEA,11.17191425566719,0.07,0.09,0.1,0.02,0.0,0.0,0,0.03
Brian Hoyer,NE,8.92,0.03,0.05,0.3,0.02,0.0,0.0,0,0.01
Brock Osweiler,MIA,12.19748176800325,0.09,0.09,0.1,0.01,0.0,0.0,0,0.06
C.J. Beathard,SF,12.6,0.04,0.11,0.3,0.01,0.0,0.0,0,0.03
Case Keenum,DEN,281.0,1.7,1.0,10.0,0.1,0.0,0.0,0,0.03
Chad Henne,KC,27.42,0.07,0.1,0.1,0.01,0.0,0.0,0,0.02
Chase Daniel,CHI,26.81,0.12,0.07,0.1,0.01,0.0,0.0,0,0.02
Cody Kessler,JAX,221.5,1.2,1.3,30.0,0.15,0.0,0.0,0,0.09
Cooper Rush,DAL,11.499745488616796,0.03,0.04,0.1,0.01,0.0,0.0,0,0.03
Dak Prescott,DAL,274.0,2.0,1.0,30.0,0.4,0.0,0.0,0,0.07
DeShone Kizer,GB,10.87,0.03,0.07,0.2,0.01,0.0,0.0,0,0.03
Derek Carr,OAK,266.0,1.8,1.0,5.4,0.1,0.0,0.0,0,0.09
Deshaun Watson,HOU,264.0,2.0,1.3,35.0,0.3,0.0,0.0,0,0.13
Drew Brees,NO,310.0,2.3,0.8,4.96,0.2,0.0,0.0,0,0.03
Eli Manning,NYG,304.0,1.8,1.0,4.1,0.03,0.0,0.0,0,0.06
Geno Smith,LAC,28.12,0.14,0.1,0.7,0.02,0.0,0.0,0,0.03
Jacoby Brissett,IND,9.51,0.04,0.05,0.1,0.02,0.0,0.0,0,0.03
Jameis Winston,TB,321.0,1.9,1.3,25.0,0.2,0.0,0.0,0,0.13
Jared Goff,LAR,294.3,2.0,1.0,10.5,0.1,0.0,0.0,0,0.09
Jeff Driskel,CIN,234.9,1.2,1.4,20.0,0.4,0.0,0.0,0,0.11
Joe Flacco,BAL,22.68,0.1,0.1,0.6,0.01,0.0,0.0,0,0.04
Joe Webb,HOU,3.26,0.01,0.02,0.0,0.01,0.4,4.6,0,0.0
Josh Allen,BUF,226.0,1.1,1.3,75.0,1.0,0.0,0.0,0,0.09
Josh Johnson,WAS,226.7,1.0,1.4,45.0,0.2,0.0,0.0,0,0.07
Josh McCown,NYJ,9.46,0.04,0.04,0.3,0.01,0.0,0.0,0,0.02
Josh Rosen,ARI,213.0,1.4,1.8,10.3,0.1,0.0,0.0,0,0.09
Joshua Dobbs,PIT,9.11,0.02,0.05,0.3,0.01,0.0,0.0,0,0.03
Kevin Hogan,DEN,12.41,0.02,0.13,0.3,0.01,0.0,0.0,0,0.03
Kirk Cousins,MIN,327.0,2.0,0.8,11.31,0.2,0.0,0.0,0,0.09
Kyle Allen,CAR,21.23,0.1,0.14,0.13,0.02,0.0,0.0,0,0.04
Lamar Jackson,BAL,168.28,1.1,1.0,77.5,0.6,0.0,0.0,0,0.07
Marcus Mariota,TEN,222.0,1.5,1.0,31.1,0.3,0.0,0.0,0,0.03
Mark Sanchez,WAS,12.73,0.04,0.07,0.4,0.0,0.0,0.0,0,0.03
Matt Barkley,BUF,11.53,0.03,0.08,0.0,0.0,0.0,0.0,0,0.03
Matt Cassel,DET,15.68,0.04,0.12,0.1,0.01,0.0,0.0,0,0.05
Matt Ryan,ATL,325.0,2.0,0.9,8.1,0.2,0.0,0.0,0,0.09
Matt Schaub,ATL,5.65,0.01,0.05,0.02,0.0,0.0,0.0,0,0.1
Matthew Stafford,DET,246.8,1.5,1.0,6.5,0.1,0.0,0.0,0,0.06
Mike Glennon,ARI,19.7,0.09,0.13,0.0,0.01,0.0,0.0,0,0.06
Mitchell Trubisky,CHI,245.0,2.0,1.0,33.0,0.3,0.0,0.0,0,0.15
Nate Sudfeld,PHI,16.99,0.05,0.1,0.1,0.02,0.0,0.0,0,0.03
Nick Foles,PHI,284.0,2.0,1.04,5.9,0.2,0.0,0.0,0,0.03
Nick Mullens,SF,281.0,2.0,1.9,10.5,0.1,0.0,0.0,0,0.07
Patrick Mahomes,KC,327.0,2.5,1.0,17.7,0.2,0.0,0.0,0,0.05
Philip Rivers,LAC,297.0,2.0,1.0,3.0,0.05,0.0,0.0,0,0.16
Russell Wilson,SEA,294.0,2.3,1.0,28.8,0.19,0.0,0.0,0,0.09
Ryan Tannehill,MIA,243.0,1.8,1.1,14.0,0.1,0.0,0.0,0,0.06
Sam Darnold,NYJ,270.0,2.0,1.5,19.46,0.19,0.0,0.0,0,0.06
Sean Mannion,LAR,29.98,0.11,0.12,0.37,0.02,0.0,0.0,0,0.03
Taylor Heinicke,CAR,240.3,2.0,1.3,21.8,0.3,0.0,0.0,0,0.09
Taysom Hill,NO,21.05,0.06,0.09,34.53,0.1,0.0,0.0,0,0.02
Teddy Bridgewater,NO,18.76,0.06,0.06,0.1,0.02,0.0,0.0,0,0.03
Tom Brady,NE,288.0,2.1,0.72,6.1,0.1,0.0,0.0,0,0.06
Tom Savage,CIN,27.89,0.07,0.11,0.1,0.0,0.0,0.0,0,0.03
Trevor Siemian,MIN,11.197917851919776,0.03,0.05,0.1,0.01,0.0,0.0,0,0.03
Tyrod Taylor,CLE,10.26,0.07,0.04,0.4,0.01,0.0,0.0,0,0.02
