Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Alvin Kamara,RB,NO,0.0,0.0,0.0,58.4,0.7,6.1,55.4,0.3, 
Todd Gurley,RB,LAR,0.0,0.0,0.0,85.8,0.8,4.1,38.0,0.2, 
Melvin Gordon,RB,LAC,0.0,0.0,0.0,71.0,0.5,5.1,45.2,0.3, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,90.1,0.6,4.4,36.8,0.1, 
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,70.4,0.5,5.2,42.6,0.2, 
James Conner,RB,PIT,0.0,0.0,0.0,76.5,0.8,3.9,31.4,0.2, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,68.7,0.5,5.6,43.3,0.1, 
David Johnson,RB,ARI,0.0,0.0,0.0,70.1,0.5,3.8,35.8,0.2, 
Joe Mixon,RB,CIN,0.0,0.0,0.0,62.5,0.6,3.5,28.7,0.1, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,55.5,0.3,4.3,33.7,0.2, 
Sony Michel,RB,NE,0.0,0.0,0.0,71.0,0.7,1.6,12.6,0.1, 
Marshawn Lynch,RB,OAK,0.0,0.0,0.0,65.5,0.4,2.4,19.1,0.1,IR
Kareem Hunt,RB,FA,0.0,0.0,15.1,0.5,2.1,16.6,0.1,, 
Mark Ingram,RB,NO,0.0,0.0,0.0,44.7,0.5,3.0,21.6,0.1, 
Chris Thompson,RB,WAS,0.0,0.0,0.0,19.5,0.1,5.0,46.5,0.2, 
Dion Lewis,RB,TEN,0.0,0.0,0.0,51.0,0.3,3.6,24.3,0.1, 
Bilal Powell,RB,NYJ,0.0,0.0,0.0,45.5,0.4,3.2,26.0,0.1,IR
Jay Ajayi,RB,PHI,0.0,0.0,0.0,71.7,0.5,1.4,11.3,0.0,IR
Devonta Freeman,RB,ATL,0.0,0.0,0.0,42.4,0.4,2.6,23.0,0.1,IR
Adrian Peterson,RB,WAS,0.0,0.0,0.0,60.9,0.5,1.5,13.9,0.1, 
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,62.4,0.5,1.7,14.1,0.0,IR
Carlos Hyde,RB,JAX,0.0,0.0,0.0,64.9,0.7,1.1,6.6,0.0, 
James White,RB,NE,0.0,0.0,0.0,25.7,0.3,3.8,30.7,0.2, 
Chris Carson,RB,SEA,0.0,0.0,0.0,54.3,0.3,2.3,19.2,0.1, 
LeSean McCoy,RB,BUF,0.0,0.0,0.0,45.8,0.2,3.2,23.6,0.1, 
Alfred Blue,RB,HOU,0.0,0.0,0.0,62.7,0.4,1.5,12.3,0.1, 
Latavius Murray,RB,MIN,0.0,0.0,0.0,43.6,0.2,3.0,22.8,0.1, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,35.4,0.2,3.2,24.8,0.1, 
Alex Collins,RB,BAL,0.0,0.0,0.0,55.0,0.4,1.8,14.8,0.0,IR
Javorius Allen,RB,BAL,0.0,0.0,0.0,30.3,0.2,3.3,26.8,0.1, 
Austin Ekeler,RB,LAC,0.0,0.0,0.0,37.9,0.2,2.6,23.4,0.1, 
Nyheim Hines,RB,IND,0.0,0.0,0.0,19.1,0.1,4.2,30.2,0.2, 
Kerryon Johnson,RB,DET,0.0,0.0,0.0,45.5,0.2,2.1,15.7,0.1,IR
Derrick Henry,RB,TEN,0.0,0.0,0.0,58.5,0.4,0.9,7.2,0.0, 
Tevin Coleman,RB,ATL,0.0,0.0,0.0,34.5,0.3,2.2,19.1,0.1, 
Theo Riddick,RB,DET,0.0,0.0,0.0,5.9,0.0,4.4,32.1,0.2,Q
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,48.4,0.4,1.3,9.8,0.0,IR
Ty Montgomery,RB,BAL,0.0,0.0,0.0,19.8,0.1,3.1,28.5,0.1, 
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,21.6,0.1,3.0,25.8,0.1, 
Corey Grant,RB,JAX,0.0,0.0,0.0,26.3,0.2,2.6,21.2,0.1,IR
Alfred Morris,RB,SF,0.0,0.0,0.0,46.3,0.3,1.2,10.2,0.0, 
Jalen Richard,RB,OAK,0.0,0.0,0.0,6.2,0.0,3.8,33.0,0.1, 
Chris Ivory,RB,BUF,0.0,0.0,0.0,31.1,0.2,1.9,16.0,0.0, 
Royce Freeman,RB,DEN,0.0,0.0,0.0,42.9,0.3,0.7,6.0,0.0, 
Frank Gore,RB,MIA,0.0,0.0,0.0,40.3,0.2,1.3,10.5,0.1,IR
Duke Johnson,RB,CLE,0.0,0.0,0.0,9.6,0.1,3.1,26.5,0.1, 
Jordan Wilkins,RB,IND,0.0,0.0,0.0,32.4,0.2,1.3,9.6,0.0, 
Aaron Jones,RB,GB,0.0,0.0,0.0,43.8,0.2,0.5,4.5,0.0,IR
Mark Walton,RB,CIN,0.0,0.0,0.0,23.0,0.2,1.6,12.8,0.1, 
Jamaal Williams,RB,GB,0.0,0.0,0.0,33.4,0.2,0.8,6.7,0.0, 
LeGarrette Blount,RB,DET,0.0,0.0,0.0,34.5,0.2,0.6,4.6,0.0, 
