Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Aaron Rodgers,GB,262.20725015937325,2.152747645471458,0.22298567153644,13.100103355188761,0.10008884416406726,0.0,0.0,0.0,0.13
Alex Smith,WAS,260.9044652461092,1.8356921912095054,0.32615941214629385,18.273675003020962,0.10009738198935451,0.0,0.0,0.0,0.06
Andrew Luck,IND,264.3890761050728,1.77806346739172,1.1143528406314038,16.0,0.10008376903120851,0.0,0.0,0.0,0.09
Andy Dalton,CIN,253.65661328955412,1.8366420239428995,0.7,5.0,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Ben Roethlisberger,PIT,299.0,2.0,1.03,2.7199382531545133,0.10023770623944671,0.0,0.0,0.0,0.22
Blaine Gabbert,TEN,221.22266158015248,0.929692670074425,0.16,0.09996409292390851,0.1,0.0,0.0,0.0,0.03
Blake Bortles,JAX,248.9301887415011,1.839280996390562,0.9,30.0,0.10001108439640687,0.0,0.0,0.0,0.16
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Cam Newton,CAR,236.55803102689705,1.723916398689497,0.8,36.7,0.09979516416525851,0.0,0.0,0.0,0.13
Carson Wentz,PHI,246.91924842922708,1.980013800258683,0.6,17.81976108246997,0.10019447294540183,0.0,0.0,0.0,0.23
Case Keenum,DEN,249.26115896207367,1.55960047766626,1.100168764102203,4.7,0.1,0.0,0.0,0.0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Chad Kelly,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Dak Prescott,DAL,218.50954921256334,1.0254712698483712,0.29530246930717174,21.099899676017902,0.0997981558282283,0.0,0.0,0.0,0.07
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Derek Carr,OAK,259.88959387465263,1.1778518557822841,0.84,3.7,0.1,0.0,0.0,0.0,0.22
Deshaun Watson,HOU,257.77366158253005,1.9306466154981097,0.9816593416696702,30.475714746023826,0.09987200386255406,0.0,0.0,0.0,0.13
Drew Brees,NO,283.31332315649615,2.4098282105947826,0.5,0.0,0.1,0.0,0.0,0.0,0.06
Eli Manning,NYG,251.1108295691243,1.1851388233073088,0.79,3.2850768549677802,0.1,0.0,0.0,0.0,0.0
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Jared Goff,LAR,257.75629768317305,1.9493233405144572,0.9001644747514403,2.845365242148702,0.1,0.0,0.0,0.0,0.05
Jeff Driskel,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Jimmy Garoppolo,SF,282.8,1.9911273991243337,0.74,4.366407089978866,0.1,0.0,0.0,0.0,0.06
Joe Flacco,BAL,237.02317815858788,1.7973273685924167,0.5,2.6,0.1,0.0,0.0,0.0,0.13
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Allen,BUF,214.94624586050708,0.7601929502192557,0.8952248615980598,27.58,0.10035162073808888,0.0,0.0,0.0,0.08
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Josh Rosen,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Kirk Cousins,MIN,262.8283967789895,2.01,0.6,9.7,0.0997348538063935,0.0,0.0,0.0,0.03
Lamar Jackson,BAL,2.3,0.0,0.0,2.7246356681602464,0.1,0.0,0.0,0.0,0.03
Marcus Mariota,TEN,0.0,0.0,0.0,28.28925854822412,0.10051015515424126,0.0,0.0,0.0,0.03
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Matt Ryan,ATL,267.43549863852326,1.949426200113193,0.7,9.199480639188845,0.09997606953589254,0.0,0.0,0.0,0.0
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
Matthew Stafford,DET,285.0,1.8805487115254742,0.79,8.01395619060709,0.1,0.0,0.0,0.0,0.06
Mitchell Trubisky,CHI,226.84554556819214,1.6148709815485898,0.7,21.3296271525206,0.09977620710755696,0.0,0.0,0.0,0.08
Nathan Peterman,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Nick Foles,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Patrick Mahomes,KC,275.3227471339853,2.101762020111724,0.5,11.9,0.09988914559832156,0.0,0.0,0.0,0.08
Philip Rivers,LAC,269.1395930245673,1.7667049652353173,0.8955505287369514,0.0,0.0,0.0,0.0,0.0,0.03
Russell Wilson,SEA,236.82194141962208,1.8453951438990441,0.39755435583365384,26.11,0.09990124797838966,0.0,0.0,0.0,0.09
Ryan Fitzpatrick,TB,271.2775740234477,1.945708336180791,0.8746687283826684,17.27809576611654,0.10004813755338875,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Ryan Tannehill,MIA,247.34041425169295,1.9173348218137605,0.7,18.613328484410523,0.10022184602392774,0.0,0.0,0.0,0.09
Sam Bradford,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Darnold,NYJ,234.10518680983245,1.0,1.1163928763752247,6.433212243281584,0.10021370074777568,0.0,0.0,0.0,0.08
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Taysom Hill,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Teddy Bridgewater,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Tom Brady,NE,295.0,2.2295735598652238,0.20820036641197492,2.099896671454079,0.1,0.0,0.0,0.0,0.16
Trevor Siemian,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Tyrod Taylor,CLE,223.8759131099324,1.0,0.2807917535091293,22.099787002806274,0.0997981558282283,0.0,0.0,0.0,0.06
