Player,POS,Team,Receptions,Rec Yds,Rec TD
Zach Ertz,TE,PHI,7,75,1
Jared Cook,TE,OAK,6,70,1
Eric Ebron,TE,IND,6,70,1
George Kittle,TE,SF,6,70,1
Rob Gronkowski,TE,NE,5,65,1
Travis Kelce,TE,KC,6,65,1
David Njoku,TE,CLE,5,55,1
Ian Thomas,TE,CAR,5,55,1
Chris Herndon,TE,NYJ,4,40,1
Vernon Davis,TE,WAS,4,50,0
Evan Engram,TE,NYG,4,50,0
Ryan Griffin,TE,HOU,4,45,0
Trey Burton,TE,CHI,4,40,0
Kyle Rudolph,TE,MIN,4,40,0
Gerald Everett,TE,LAR,3,35,0
Jimmy Graham,TE,GB,3,35,0
Austin Hooper,TE,ATL,3,35,0
Matt LaCosse,TE,DEN,3,35,0
C.J. Uzomah,TE,CIN,3,35,0
Anthony Firkser,TE,TEN,3,30,0
Vance McDonald,TE,PIT,3,30,0
Ricky Seals-Jones,TE,ARI,3,30,0
Cameron Brate,TE,TB,2,25,0
Blake Jarwin,TE,DAL,2,25,0
James O'Shaughnessy,TE,JAX,2,25,0
Benjamin Watson,TE,NO,2,25,0
Mark Andrews,TE,BAL,2,20,0
Dan Arnold,TE,NO,2,20,0
Charles Clay,TE,BUF,2,20,0
Ed Dickson,TE,SEA,2,20,0
Dallas Goedert,TE,PHI,2,20,0
Nick Vannett,TE,SEA,2,20,0
Antonio Gates,TE,LAC,2,15,0
Virgil Green,TE,LAC,2,15,0
Jesse James,TE,PIT,1,15,0
Nick Boyle,TE,BAL,1,10,0
Rhett Ellison,TE,NYG,1,10,0
Rico Gathers,TE,DAL,1,10,0
Mike Gesicki,TE,MIA,1,10,0
Demetrius Harris,TE,KC,1,10,0
Tyler Higbee,TE,LAR,1,10,0
Hayden Hurst,TE,BAL,1,10,0
Lance Kendricks,TE,GB,1,10,0
Levine Toilolo,TE,DET,1,10,0
Luke Willson,TE,DET,1,10,0
