Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.9,91.9,0.5
Eric Ebron,TE,IND,0.0,0.0,0.0,-0.5,0.0,5.1,61.3,0.7
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.7,73.5,0.4
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.7,66.7,0.4
George Kittle,TE,SF,0.0,0.0,0.0,0.6,0.0,5.3,79.0,0.2
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,3.6,50.6,0.5
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,5.6,60.7,0.3
Evan Engram,TE,NYG,0.0,0.0,0.0,1.1,0.0,4.5,60.4,0.3
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,4.0,45.0,0.6
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,4.1,45.9,0.3
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.6,45.7,0.3
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.4,40.1,0.2
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.7,47.1,0.2
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.0,34.5,0.2
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,3.2,35.2,0.2
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.1,36.4,0.2
Anthony Firkser,TE,TEN,0.0,0.0,0.0,0.0,0.0,2.8,34.0,0.2
Dan Arnold,TE,NO,0.0,0.0,0.0,0.2,0.0,2.7,34.1,0.2
Trey Burton,TE,CHI,0.0,0.0,0.0,0.1,0.0,2.3,30.3,0.2
Adam Shaheen,TE,CHI,0.0,0.0,0.0,0.0,0.0,1.3,15.0,0.5
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.9,23.6,0.3
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.2,0.0,2.0,25.8,0.3
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,2.2,33.8,0.1
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.2,31.7,0.1
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.4,30.7,0.1
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.9,30.6,0.1
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,2.2,27.3,0.2
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.0,25.8,0.2
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,2.5,23.7,0.2
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.2,23.5,0.2
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.8,26.0,0.2
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,0.0,2.5,24.7,0.2
