Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.4,83.4,0.8, 
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.8,72.3,0.4, 
Eric Ebron,TE,IND,0.0,0.0,0.0,1.0,0.0,5.3,59.3,0.7, 
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,5.6,75.4,0.3, 
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.3,61.5,0.4, 
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.5,57.1,0.4, 
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.5,41.9,0.4, 
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.6,43.9,0.3, 
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,3.5,36.7,0.3,Q
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,3.6,38.5,0.3, 
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,3.6,36.5,0.3, 
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.5,37.7,0.2, 
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.2,32.3,0.4, 
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,3.1,44.3,0.1,Q
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.3,33.9,0.3, 
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.2,32.8,0.3, 
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.6,27.9,0.3, 
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,2.5,29.3,0.3,Q
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.7,32.5,0.1, 
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.2,24.6,0.3,Q
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.8,20.7,0.3, 
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.2,24.9,0.2, 
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.1,25.1,0.2,Q
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,2.4,25.3,0.1, 
Anthony Firkser,TE,TEN,0.0,0.0,0.0,0.0,0.0,2.2,24.6,0.2, 
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.1,23.7,0.2, 
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.2, 
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.8,20.2,0.2, 
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,2.1,21.9,0.1, 
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.6,19.0,0.2, 
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.9,21.7,0.1, 
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,0.0,1.7,19.3,0.2, 
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,2.1,20.1,0.1, 
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.6,16.8,0.2, 
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.8,19.1,0.1, 
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.5,15.8,0.2, 
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.4,17.0,0.1, 
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.4,15.5,0.1, 
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.3,14.8,0.1, 
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.2,15.7,0.1, 
Jeremy Sprinkle,TE,WAS,0.0,0.0,0.0,0.0,0.0,1.4,15.8,0.1, 
Dalton Schultz,TE,DAL,0.0,0.0,0.0,0.0,0.0,1.4,14.5,0.1, 
