Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Philip Rivers, LAC",39.0,27.7,330.0,2.2,0.8,106.8,1.4,5.3,3.79,0.0,0,0.0,0.0,0.00,0.0,0.3,24,QB
"Cam Newton, CAR",33.5,21.0,242.0,1.8,1.2,87.4,8.0,40.3,5.04,0.5,0,0.0,0.0,0.00,0.0,0.3,23,QB
"Matthew Stafford, DET",39.4,27.2,293.0,2.0,0.8,99.1,2.6,11.4,4.38,0.1,0,0.0,0.0,0.00,0.0,0.2,22,QB
"Drew Brees, NO",43.0,29.8,324.0,1.7,0.9,95.7,1.5,3.0,2.00,0.1,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Kirk Cousins, MIN",36.1,23.6,292.0,1.7,1.3,91.0,1.8,5.5,3.06,0.4,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Andrew Luck, IND",40.2,24.9,267.0,1.9,1.2,84.7,3.2,18.5,5.78,0.1,0,0.0,0.0,0.00,0.0,0.3,20,QB
"Carson Palmer, ARI",36.4,23.0,278.0,1.8,0.9,92.7,1.1,1.9,1.73,0.0,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Blake Bortles, JAC",36.2,21.6,250.0,1.8,1.6,78.7,3.1,20.9,6.74,0.1,0,0.0,0.0,0.00,0.0,0.3,19,QB
"Joe Flacco, BAL",39.8,25.0,271.0,1.6,1.2,83.6,2.2,3.6,1.64,0.4,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Andy Dalton, CIN",32.3,21.6,263.0,1.6,0.8,97.9,4.1,13.8,3.37,0.1,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Alex Smith, WAS",33.7,22.6,237.0,1.4,0.6,93.7,4.5,23.9,5.31,0.2,0,0.0,0.0,0.00,0.0,0.3,18,QB
"Russell Wilson, SEA",32.5,21.1,262.0,1.4,1.1,90.0,4.4,24.5,5.57,0.1,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Ben Roethlisberger, PIT",36.4,22.5,277.0,1.6,1.1,87.4,1.3,4.1,3.15,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Jacoby Brissett, IND",29.5,17.5,196.0,1.5,0.6,87.7,6.2,24.7,3.98,0.2,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Matt Ryan, ATL",37.0,24.5,266.0,1.6,1.0,90.4,2.1,5.8,2.76,0.0,0,0.0,0.0,0.00,0.0,0.3,17,QB
"Brock Osweiler, MIA",35.2,20.5,237.0,1.6,1.0,82.0,2.5,7.5,3.00,0.1,0,0.0,0.0,0.00,0.0,0.1,17,QB
"Trevor Siemian, MIN",29.2,19.2,222.0,1.7,0.9,95.1,2.6,8.2,3.15,0.1,0,0.0,0.0,0.00,0.0,0.1,16,QB
"Derek Carr, OAK",37.4,23.5,227.0,1.5,0.6,86.4,1.9,7.4,3.89,0.0,0,0.0,0.0,0.00,0.0,0.2,16,QB
"Blaine Gabbert, TEN",32.2,19.2,204.0,1.2,1.1,76.4,4.9,27.6,5.63,0.2,0,0.0,0.0,0.00,0.0,0.1,16,QB
"Tyrod Taylor, CLE",28.2,17.7,196.0,1.1,0.6,87.5,5.7,31.9,5.60,0.1,0,0.0,0.0,0.00,0.0,0.2,15,QB
"Sam Bradford, ARI",29.3,18.8,207.0,1.5,0.7,92.1,1.8,2.1,1.17,0.0,0,0.0,0.0,0.00,0.0,0.1,15,QB
"Dak Prescott, DAL",30.4,20.0,231.0,1.1,1.0,86.9,2.4,12.8,5.33,0.1,0,0.0,0.0,0.00,0.0,0.2,14,QB
"Ryan Tannehill, MIA",36.8,22.8,246.0,1.1,1.1,79.1,2.7,12.9,4.78,0.1,0,0.0,0.0,0.00,0.0,0.2,14,QB
"Marcus Mariota, TEN",29.7,18.6,209.0,1.1,0.9,83.3,2.9,21.3,7.34,0.1,0,0.0,0.0,0.00,0.0,0.4,14,QB
"Jameis Winston, TB",35.6,20.0,215.0,1.3,1.4,69.9,3.3,9.1,2.76,0.2,0,0.0,0.0,0.00,0.0,0.3,13,QB
"Eli Manning, NYG",35.6,22.8,241.0,1.2,1.1,82.0,1.2,2.0,1.67,0.0,0,0.0,0.0,0.00,0.0,0.3,13,QB
"Ryan Fitzpatrick, TB",32.5,18.2,186.0,1.2,1.2,69.5,3.8,14.9,3.92,0.1,0,0.0,0.0,0.00,0.0,0.1,13,QB
"Cody Kessler, JAC",31.9,18.9,238.0,1.0,1.1,78.6,2.0,9.8,4.90,0.1,0,0.0,0.0,0.00,0.0,0.3,12,QB
"Brian Hoyer, NE",31.3,19.6,204.0,1.2,1.3,76.9,1.4,3.3,2.36,0.0,0,0.0,0.0,0.00,0.0,0.2,12,QB
"Case Keenum, DEN",26.4,14.7,148.0,0.8,1.0,66.2,2.2,4.2,1.91,0.0,0,0.0,0.0,0.00,0.0,0.2,7,QB
