Player,Team,Rush Yds,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush TD,2PT
Adam Humphries,TB,1.58,3.5414415353681092,45.27339378221865,0.27,0.0,0.0,0.0,0.01,0.0
Adam Thielen,MIN,1.6,6.782407027486361,92.66403152938103,1.0,0.0,0.0,0.0,0.0,0.0
Aldrick Robinson,MIN,0.02,0.5,12.120400925040565,0.2,0.0,0.0,0.0,0.0,0.0
Alex Erickson,CIN,1.2,1.8796899945456345,16.604927133793886,0.1,0.0,0.0,0.0,0.0,0.0
Allen Hurns,DAL,0.03,1.8476396512825277,17.81666548218869,0.3,0.0,0.0,0.0,0.0,0.0
Allen Robinson,CHI,0.09,3.667098796410994,51.30819917569571,1.0,0.0,0.0,0.0,0.0,0.0
Alshon Jeffery,PHI,0.12,4.115727941164267,60.720246995219725,1.0,0.0,0.0,0.0,0.0,0.0
Amari Cooper,DAL,1.8,4.68,58.5,1.0,0.0,0.0,0.0,0.02,0.0
Andy Jones,DET,0.16,0.5,9.901725720692832,0.1,0.0,0.0,0.0,0.0,0.0
Anthony Miller,CHI,3.0,3.1850041532861737,44.20029710829433,0.4,0.0,0.0,0.0,0.0,0.0
Antonio Brown,PIT,0.16,6.2783039704889045,89.0,1.0,0.0,0.0,0.0,0.0,0.0
Auden Tate,CIN,0.7,0.5,8.896599063007603,0.1,0.0,0.0,0.0,0.0,0.0
Austin Carr,NO,0.3,0.47,8.679508844091817,0.1405054078127288,0.0,0.0,0.0,0.0,0.0
Bennie Fowler,NYG,0.02,1.886298564891473,15.3799428955523,0.19,0.0,0.0,0.0,0.0,0.0
Brandin Cooks,LAR,6.0,6.0405600631069,95.36662675676189,1.0,0.0,0.0,0.0,0.1,0.0
Brandon LaFell,OAK,0.15,3.4396496119997457,44.64184584859024,0.3,0.0,0.0,0.0,0.0,0.0
Brandon Zylstra,MIN,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Bruce Ellington,DET,1.1,1.9594039961034277,21.5,0.2573679055956777,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,ATL,3.38,4.089029175098905,46.7,0.6,0.0,0.0,0.0,0.02,0.0
Cameron Batson,TEN,0.6,2.18,27.85038613050175,0.2,0.0,0.0,0.0,0.0,0.0
Chester Rogers,IND,1.03,2.3414742383263576,18.48672074260803,0.2,0.0,0.0,0.0,0.0,0.0
Chris Conley,KC,0.06,2.6506212490528065,37.19470558071528,0.3,0.0,0.0,0.0,0.0,0.0
Chris Godwin,TB,0.03,3.5279576003956556,43.285575281655454,0.3,0.0,0.0,0.0,0.0,0.0
Chris Moore,BAL,2.5,0.5699013186947672,9.08629347252532,0.1,0.0,0.0,0.0,0.0,0.0
Christian Kirk,ARI,4.7,3.6,45.0,0.4,0.0,0.0,0.0,0.0,0.0
Cody Core,CIN,1.3,1.9198211811884491,21.70185599128556,0.2,0.0,0.0,0.0,0.0,0.0
Cole Beasley,DAL,0.18,4.265859841624253,46.192215971565936,0.3,0.0,0.0,0.0,0.0,0.0
Corey Coleman,NYG,0.24,0.3,9.08629347252532,0.11082524916325606,0.0,0.0,0.0,0.0,0.0
Corey Davis,TEN,0.79,5.279723691715262,66.31227232028142,1.0,0.0,0.0,0.0,0.01,0.0
Courtland Sutton,DEN,0.43,3.4134561081089774,50.0,0.4,0.0,0.0,0.0,0.0,0.0
Curtis Samuel,CAR,8.5,2.6903763085346992,34.129085872963664,0.3,0.0,0.0,0.0,0.1,0.0
D.J. Chark,JAX,0.8,2.187259166294894,22.453506524730948,0.2,0.0,0.0,0.0,0.0,0.0
D.J. Moore,CAR,14.3,3.352548708131581,43.92522242865688,0.3,0.0,0.0,0.0,0.0,0.0
DaeSean Hamilton,DEN,0.9,1.8796899945456345,19.173098540707695,0.1,0.0,0.0,0.0,0.0,0.0
Damiere Byrd,CAR,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
